city,id,CaVRating,SLRating,CaBRating,WLBRating,title,numJobs,nextJobOne,jobId,nextJobTwo,CORating,company,state
New York,0,4.4,3.9,4.4,4.1,Android Developer,9,senior software engineer,123068,,4.1,Google,NY
New York,1,4.4,3.9,4.4,4.1,Digital Marketing Analyst,8,,187633,,4.1,Google,NY
New York,2,4.4,3.9,4.4,4.1,Devops Engineer,6,it specialist,244632,software developer,4.1,Google,NY
New York,3,4.4,3.9,4.4,4.1,Digital Media Planner/Buyer,5,,402977,,4.1,Google,NY
New York,4,4.4,3.9,4.4,4.1,Digital Marketing Specialist,5,production manager,156641,owner,4.1,Google,NY
New York,5,4.4,3.9,4.4,4.1,Software Engineer,5,,4279,,4.1,Google,NY
New York,6,4.4,3.9,4.4,4.1,Brand Creative - Copywriter,4,,711905,,4.1,Google,NY
New York,7,4.4,3.9,4.4,4.1,Bookkeeper,4,assistant manager,62610,office manager,4.1,Google,NY
New York,8,4.4,3.9,4.4,4.1,Assistant to the Chair,4,,543451,,4.1,Google,NY
New York,9,4.4,3.9,4.4,4.1,IT Audit Compliance Specialist,4,,106933,,4.1,Google,NY
New York,10,4.4,3.9,4.4,4.1,Marketing Intern,4,volunteer,13314,marketing associate,4.1,Google,NY
New York,11,4.4,3.9,4.4,4.1,Growth Marketing Analyst,4,,582688,,4.1,Google,NY
New York,12,4.4,3.9,4.4,4.1,"Assistant Analyst, Digital Marketing Analytics",4,,385193,,4.1,Google,NY
New York,13,4.4,3.9,4.4,4.1,Data Strategist,4,,281350,,4.1,Google,NY
New York,14,4.4,3.9,4.4,4.1,Search Marketing Strategist,3,,381168,,4.1,Google,NY
New York,15,4.4,3.9,4.4,4.1,Social Media Coordinator,3,executive assistant,134375,account manager,4.1,Google,NY
New York,16,4.4,3.9,4.4,4.1,Enterprise Operations Analyst,3,,921096,,4.1,Google,NY
New York,17,4.4,3.9,4.4,4.1,Data Visualization,3,,708000,,4.1,Google,NY
New York,18,4.4,3.9,4.4,4.1,Paid Search Specialist,3,,65619,,4.1,Google,NY
New York,19,4.4,3.9,4.4,4.1,Office Coordinator,3,administrative assistant,46746,intern,4.1,Google,NY
New York,20,4.4,3.9,4.4,4.1,Freelance Designer,3,graphic artist,38085,web designer,4.1,Google,NY
New York,21,4.4,3.9,4.4,4.1,Social Media Editor,3,,371530,,4.1,Google,NY
New York,22,4.4,3.9,4.4,4.1,QA Automation Engineer Consultant,3,,761172,,4.1,Google,NY
New York,23,4.4,3.9,4.4,4.1,"Software Engineer, Growth",3,,791243,,4.1,Google,NY
Mountain View,24,4.4,3.9,4.4,4.1,Unspecified,9,,14473,,4.1,Google,CA
Mountain View,25,4.4,3.9,4.4,4.1,Web Developer,6,senior software engineer,7967,,4.1,Google,CA
Mountain View,26,4.4,3.9,4.4,4.1,Interaction Designer,6,senior information architect,29390,,4.1,Google,CA
Mountain View,27,4.4,3.9,4.4,4.1,Android Developer,6,senior software engineer,123068,,4.1,Google,CA
Mountain View,28,4.4,3.9,4.4,4.1,Network Software Engineer,5,,6942,,4.1,Google,CA
Mountain View,29,4.4,3.9,4.4,4.1,Cloud Operations Engineer,5,,563553,,4.1,Google,CA
Mountain View,30,4.4,3.9,4.4,4.1,Documentation Specialist,5,manager,36440,,4.1,Google,CA
Mountain View,31,4.4,3.9,4.4,4.1,Marketing Programs Specialist,4,,125251,,4.1,Google,CA
Mountain View,32,4.4,3.9,4.4,4.1,Marketing Operations Analyst,4,,106078,,4.1,Google,CA
Mountain View,33,4.4,3.9,4.4,4.1,Site Reliability Engineer,4,,12391,,4.1,Google,CA
Mountain View,34,4.4,3.9,4.4,4.1,Solution Architect - Business Development,4,,260435,,4.1,Google,CA
Mountain View,35,4.4,3.9,4.4,4.1,Temp Part-time Assistant,4,,702407,,4.1,Google,CA
Mountain View,36,4.4,3.9,4.4,4.1,Retail Design Coordinator,4,,244528,,4.1,Google,CA
Mountain View,37,4.4,3.9,4.4,4.1,Software Developer Intern,4,associate software engineer,30298,systems engineer,4.1,Google,CA
Mountain View,38,4.4,3.9,4.4,4.1,Data Center Analyst,3,,46125,,4.1,Google,CA
Mountain View,39,4.4,3.9,4.4,4.1,Data Analyst,3,software engineer,46094,consultant,4.1,Google,CA
Mountain View,40,4.4,3.9,4.4,4.1,Technical Support Engineer,3,manager,58305,,4.1,Google,CA
Mountain View,41,4.4,3.9,4.4,4.1,Web Developer - JavaScript,3,,352903,,4.1,Google,CA
Mountain View,42,4.4,3.9,4.4,4.1,Transfer Pricing Analyst,3,,53036,,4.1,Google,CA
Mountain View,43,4.4,3.9,4.4,4.1,Technical Marketing Engineer,3,software engineer,58227,consultant,4.1,Google,CA
Mountain View,44,4.4,3.9,4.4,4.1,Privacy Project Engineer,3,,587883,,4.1,Google,CA
Mountain View,45,4.4,3.9,4.4,4.1,SRE - Systems Reliability Engineer,3,,1300901,,4.1,Google,CA
Mountain View,46,4.4,3.9,4.4,4.1,Sales Development Intern,3,,270993,,4.1,Google,CA
Mountain View,47,4.4,3.9,4.4,4.1,Mobile Software Developer,3,,134211,,4.1,Google,CA
Mountain View,48,4.4,3.9,4.4,4.1,Network Test Engineer,3,data network test engineer,91223,optical network test engineer,4.1,Google,CA
Mountain View,49,4.4,3.9,4.4,4.1,Marketing Operations,3,,13342,,4.1,Google,CA
Mountain View,50,4.4,3.9,4.4,4.1,Business Development Representative,3,,62433,,4.1,Google,CA
Mountain View,51,4.4,3.9,4.4,4.1,Designer,3,cad designer,40373,mechanical designer,4.1,Google,CA
Mountain View,52,4.4,3.9,4.4,4.1,Contract Administrator/Paralegal,3,,81643,,4.1,Google,CA
Mountain View,53,4.4,3.9,4.4,4.1,Systems Reliability Engineer,3,,196433,,4.1,Google,CA
Mountain View,54,4.4,3.9,4.4,4.1,PR Intern,3,communications intern,66467,fashion pr intern,4.1,Google,CA
Mountain View,55,4.4,3.9,4.4,4.1,Software Engineer,3,,4279,,4.1,Google,CA
Mountain View,56,4.4,3.9,4.4,4.1,User Interface Engineer,3,senior web developer,53620,xslt architect,4.1,Google,CA
Mountain View,57,4.4,3.9,4.4,4.1,Search Marketing Analyst,3,,44631,,4.1,Google,CA
Mountain View,58,4.4,3.9,4.4,4.1,Front End Web Developer,3,senior technology lead,27545,senior web developer,4.1,Google,CA
San Francisco,59,4.4,3.9,4.4,4.1,Sales Development Representative,9,inside sales representative,28424,executive administrative assistant,4.1,Google,CA
San Francisco,60,4.4,3.9,4.4,4.1,Support Engineer,8,manager,64634,senior software engineer,4.1,Google,CA
San Francisco,61,4.4,3.9,4.4,4.1,Visual Designer,7,creative design consultant,7695,principal,4.1,Google,CA
San Francisco,62,4.4,3.9,4.4,4.1,Android Engineer,7,,273722,,4.1,Google,CA
San Francisco,63,4.4,3.9,4.4,4.1,Software Engineer - Front End,6,,242481,,4.1,Google,CA
San Francisco,64,4.4,3.9,4.4,4.1,Human Resources Generalist,4,human resources manager,34168,manager,4.1,Google,CA
San Francisco,65,4.4,3.9,4.4,4.1,Site Reliability Engineer,4,,12391,,4.1,Google,CA
San Francisco,66,4.4,3.9,4.4,4.1,Marketing Acquisition Specialist,4,,57560,,4.1,Google,CA
San Francisco,67,4.4,3.9,4.4,4.1,Java Developer,4,senior developer,3566,senior software engineer,4.1,Google,CA
San Francisco,68,4.4,3.9,4.4,4.1,Contract Recruiter/Sourcer,4,,640585,,4.1,Google,CA
San Francisco,69,4.4,3.9,4.4,4.1,Software Engineer,4,,4279,,4.1,Google,CA
San Francisco,70,4.4,3.9,4.4,4.1,Full Stack Software Engineer,4,,502851,,4.1,Google,CA
San Francisco,71,4.4,3.9,4.4,4.1,Product Designer,4,senior designer,37257,senior product designer,4.1,Google,CA
San Francisco,72,4.4,3.9,4.4,4.1,Marketing Business Analyst,4,,68960,,4.1,Google,CA
San Francisco,73,4.4,3.9,4.4,4.1,Database Developer/Web Analytics,3,,82592,,4.1,Google,CA
San Francisco,74,4.4,3.9,4.4,4.1,Sales Operations Analyst,3,financial analyst,44031,field marketing manager,4.1,Google,CA
San Francisco,75,4.4,3.9,4.4,4.1,Software Engineer - Web Applications,3,,232918,,4.1,Google,CA
San Francisco,76,4.4,3.9,4.4,4.1,Data Analyst,3,software engineer,46094,consultant,4.1,Google,CA
San Francisco,77,4.4,3.9,4.4,4.1,Technical Support Engineer,3,manager,58305,,4.1,Google,CA
San Francisco,78,4.4,3.9,4.4,4.1,IT Helpdesk Administrator,3,,727931,,4.1,Google,CA
San Francisco,79,4.4,3.9,4.4,4.1,Financial Reporting and Technology Specialist,3,,102490,,4.1,Google,CA
San Francisco,80,4.4,3.9,4.4,4.1,Integration Engineer,3,network engineer,9820,systems engineer,4.1,Google,CA
San Francisco,81,4.4,3.9,4.4,4.1,Solutions Analyst,3,system engineer,30485,it consultant,4.1,Google,CA
San Francisco,82,4.4,3.9,4.4,4.1,Creative Developer,3,,59895,,4.1,Google,CA
San Francisco,83,4.4,3.9,4.4,4.1,Solutions Consultant,3,sales engineer,30498,project manager,4.1,Google,CA
Pittsburgh,84,4.4,3.9,4.4,4.1,Medical Assistant,13,patient care technician,57919,customer service representative,4.1,Google,PA
Pittsburgh,85,4.4,3.9,4.4,4.1,Food Service Attendant,10,food service representative,202059,sales associate,4.1,Google,PA
Pittsburgh,86,4.4,3.9,4.4,4.1,Physical Therapist,10,physical therapist aide,2507,student physical therapist,4.1,Google,PA
Pittsburgh,87,4.4,3.9,4.4,4.1,Kitchen Steward,7,,297715,,4.1,Google,PA
Pittsburgh,88,4.4,3.9,4.4,4.1,Pharmacy Technician Trainee/Pharmacy Service Associate,5,,620903,,4.1,Google,PA
Pittsburgh,89,4.4,3.9,4.4,4.1,Pharmacy Technician,4,senior pharmacy technician,41259,medical assistant,4.1,Google,PA
Pittsburgh,90,4.4,3.9,4.4,4.1,Phlebotomist,4,certified medical assistant,41872,senior phlebotomist,4.1,Google,PA
Pittsburgh,91,4.4,3.9,4.4,4.1,Medical Technologist,4,supervisor,14612,laboratory supervisor,4.1,Google,PA
Pittsburgh,92,4.4,3.9,4.4,4.1,Software Engineer Internship,3,,135120,,4.1,Google,PA
Pittsburgh,93,4.4,3.9,4.4,4.1,Genetics Counselor,3,,21389,,4.1,Google,PA
Pittsburgh,94,4.4,3.9,4.4,4.1,Systems Analyst - Intermediate,3,,141061,,4.1,Google,PA
Pittsburgh,95,4.4,3.9,4.4,4.1,Nursing Assistant,3,lpn,7073,cna,4.1,Google,PA
Pittsburgh,96,4.4,3.9,4.4,4.1,Associate Systems Analyst,3,,67588,,4.1,Google,PA
Pittsburgh,97,4.4,3.9,4.4,4.1,Food Service Host,3,,157186,,4.1,Google,PA
Pittsburgh,98,4.4,3.9,4.4,4.1,Histotechnician,3,,33985,,4.1,Google,PA
Pittsburgh,99,4.4,3.9,4.4,4.1,Programmer Analyst,2,senior programmer,37136,project manager,4.1,Google,PA
Pittsburgh,100,4.4,3.9,4.4,4.1,Rehabilitation Aide,2,team leader,33079,,4.1,Google,PA
Pittsburgh,101,4.4,3.9,4.4,4.1,Call Center Operator,2,systems analyst,56169,programmer,4.1,Google,PA
Pittsburgh,102,4.4,3.9,4.4,4.1,Social Worker,2,volunteer,4710,medical social worker,4.1,Google,PA
Pittsburgh,103,4.4,3.9,4.4,4.1,MEDICAL Lab Technician,2,broker associate,57994,registered nurse,4.1,Google,PA
Pittsburgh,104,4.4,3.9,4.4,4.1,Licensed Practical Nurse,2,cashier,62931,medical assistant,4.1,Google,PA
Pittsburgh,105,4.4,3.9,4.4,4.1,Scientist,2,,29371,,4.1,Google,PA
Pittsburgh,106,4.4,3.9,4.4,4.1,Respiratory Therapist,2,respiratory care manager,33454,traveling respiratory therapist,4.1,Google,PA
Pittsburgh,107,4.4,3.9,4.4,4.1,Food Service Worker,2,dietary aide,38373,home health aide,4.1,Google,PA
Pittsburgh,108,4.4,3.9,4.4,4.1,Software Engineer Inter,2,,4519,,4.1,Google,PA
Pittsburgh,109,4.4,3.9,4.4,4.1,Creative Designer,2,advertising designer,59894,graphic artist,4.1,Google,PA
Pittsburgh,110,4.4,3.9,4.4,4.1,Security Officer,2,loss prevention officer,44340,public safety officer,4.1,Google,PA
Pittsburgh,111,4.4,3.9,4.4,4.1,"Software Engineer, Tools and Infrastructure",1,,1212959,,4.1,Google,PA
Pittsburgh,112,4.4,3.9,4.4,4.1,Physical Therapist In Residence,1,,587054,,4.1,Google,PA
Pittsburgh,113,4.4,3.9,4.4,4.1,Internal Medicine Physician,1,,124857,,4.1,Google,PA
Pittsburgh,114,4.4,3.9,4.4,4.1,"Software Engineer, Site Reliability Engineering",1,,561579,,4.1,Google,PA
Pittsburgh,115,4.4,3.9,4.4,4.1,Payment and Imaging Specialist I,1,,455597,,4.1,Google,PA
Pittsburgh,116,4.4,3.9,4.4,4.1,Employment Specialist,1,account manager,49304,senior job developer,4.1,Google,PA
Pittsburgh,117,4.4,3.9,4.4,4.1,Pharmacy Service Representative,1,,187751,,4.1,Google,PA
Pittsburgh,118,4.4,3.9,4.4,4.1,Dietitian Generalist,1,,971821,,4.1,Google,PA
Pittsburgh,119,4.4,3.9,4.4,4.1,Strategy Consultant,1,senior manager,5195,director,4.1,Google,PA
Pittsburgh,120,4.4,3.9,4.4,4.1,"Staff Nurse, Emergency Department",1,,4923,,4.1,Google,PA
Chicago,121,4.4,3.9,4.4,4.1,Outside Sales Marketing Consultant,10,,683280,,4.1,Google,IL
Chicago,122,4.4,3.9,4.4,4.1,Customer Service Representative,6,supervisor,60210,account manager,4.1,Google,IL
Chicago,123,4.4,3.9,4.4,4.1,Technical Project Coordinator,5,,115166,,4.1,Google,IL
Chicago,124,4.4,3.9,4.4,4.1,Front End Web Programmer,5,,27546,,4.1,Google,IL
Chicago,125,4.4,3.9,4.4,4.1,Quality Assurance Engineer,4,manager,55592,,4.1,Google,IL
Chicago,126,4.4,3.9,4.4,4.1,Demand Generation Specialist,4,,369585,,4.1,Google,IL
Chicago,127,4.4,3.9,4.4,4.1,Ios Software Engineer,3,,213919,,4.1,Google,IL
Chicago,128,4.4,3.9,4.4,4.1,Sales Development Representative,3,inside sales representative,28424,executive administrative assistant,4.1,Google,IL
Chicago,129,4.4,3.9,4.4,4.1,Truckload Broker,3,,605457,,4.1,Google,IL
Chicago,130,4.4,3.9,4.4,4.1,Email Developer,3,,149503,,4.1,Google,IL
Chicago,131,4.4,3.9,4.4,4.1,Digital Marketing Specialist,3,production manager,156641,owner,4.1,Google,IL
Chicago,132,4.4,3.9,4.4,4.1,Digital Designer,3,,54209,,4.1,Google,IL
Chicago,133,4.4,3.9,4.4,4.1,Designer,3,cad designer,40373,mechanical designer,4.1,Google,IL
Chicago,134,4.4,3.9,4.4,4.1,Software Engineer Recent Grad,3,,649552,,4.1,Google,IL
Chicago,135,4.4,3.9,4.4,4.1,Marketing Web Developer,3,,522659,,4.1,Google,IL
Chicago,136,4.4,3.9,4.4,4.1,Administrative Assistant,3,executive administrative assistant,15954,executive assistant,4.1,Google,IL
Chicago,137,4.4,3.9,4.4,4.1,Android Engineer,3,,273722,,4.1,Google,IL
Chicago,138,4.4,3.9,4.4,4.1,Interaction Designer,2,senior information architect,29390,,4.1,Google,IL
Chicago,139,4.4,3.9,4.4,4.1,Digital Media Associate,2,,139847,,4.1,Google,IL
Chicago,140,4.4,3.9,4.4,4.1,Janitor,2,volunteer,3550,driver,4.1,Google,IL
Chicago,141,4.4,3.9,4.4,4.1,Digital Marketing Account Associate,2,,972085,,4.1,Google,IL
Chicago,142,4.4,3.9,4.4,4.1,Human Resources Coordinator,2,intern,34156,recruiting coordinator,4.1,Google,IL
Chicago,143,4.4,3.9,4.4,4.1,Web Applications Developer,2,software developer,7912,intern programmer,4.1,Google,IL
Chicago,144,4.4,3.9,4.4,4.1,Assistant Finishing Line Operator,2,,388098,,4.1,Google,IL
Chicago,145,4.4,3.9,4.4,4.1,Business Development Associate,2,manager,12325,,4.1,Google,IL
Chicago,146,4.4,3.9,4.4,4.1,Quantitative Research Intern,2,,271371,,4.1,Google,IL
Chicago,147,4.4,3.9,4.4,4.1,SEO Specialist,2,marketing associate,11483,marketing and sales representative,4.1,Google,IL
Chicago,148,4.4,3.9,4.4,4.1,Software Engineer - Front End,2,,242481,,4.1,Google,IL
Chicago,149,4.4,3.9,4.4,4.1,Marketing Specialist,2,sales associate,13402,administrative assistant,4.1,Google,IL
Chicago,150,4.4,3.9,4.4,4.1,Sales Planner,2,senior account manager,44051,project manager,4.1,Google,IL
Chicago,151,4.4,3.9,4.4,4.1,Software Engineer,2,,4279,,4.1,Google,IL
Los Angeles,152,4.4,3.9,4.4,4.1,Accounting Associate,5,accounts payable coordinator,23487,bookkeeper,4.1,Google,CA
Los Angeles,153,4.4,3.9,4.4,4.1,Forklift Operator,5,truck driver,27030,warehouse supervisor,4.1,Google,CA
Los Angeles,154,4.4,3.9,4.4,4.1,ETL and Data Movement Engineer,4,,103551,,4.1,Google,CA
Los Angeles,155,4.4,3.9,4.4,4.1,Customer Service REp,4,sales associate,60202,administrative assistant,4.1,Google,CA
Los Angeles,156,4.4,3.9,4.4,4.1,Statistical Analyst,4,business analyst,5430,risk analyst,4.1,Google,CA
Los Angeles,157,4.4,3.9,4.4,4.1,Junior Business Planning Analyst (Market Research),4,,406061,,4.1,Google,CA
Los Angeles,158,4.4,3.9,4.4,4.1,Digital Analyst,4,,41521,,4.1,Google,CA
Los Angeles,159,4.4,3.9,4.4,4.1,Real Estate Agent,4,administrative assistant,32873,intern,4.1,Google,CA
Los Angeles,160,4.4,3.9,4.4,4.1,Digital Marketing Administrator,4,,1021752,,4.1,Google,CA
Los Angeles,161,4.4,3.9,4.4,4.1,ECommerce Specialist,3,,36237,,4.1,Google,CA
Los Angeles,162,4.4,3.9,4.4,4.1,SEO Specialist,3,marketing associate,11483,marketing and sales representative,4.1,Google,CA
Los Angeles,163,4.4,3.9,4.4,4.1,Warehouse Specialist,3,warehouse worker,47747,customer service representative,4.1,Google,CA
Los Angeles,164,4.4,3.9,4.4,4.1,IT Service Desk Engineer,3,,525051,,4.1,Google,CA
Los Angeles,165,4.4,3.9,4.4,4.1,Outside Sales Representative,3,account executive,1040,general manager,4.1,Google,CA
Los Angeles,166,4.4,3.9,4.4,4.1,Data Engineer,3,contractor,46157,area manager,4.1,Google,CA
Los Angeles,167,4.4,3.9,4.4,4.1,Marketing Automation Specialist,3,,500719,,4.1,Google,CA
Los Angeles,168,4.4,3.9,4.4,4.1,Software Engineer,3,,4279,,4.1,Google,CA
Los Angeles,169,4.4,3.9,4.4,4.1,Administrative Assistant,3,executive administrative assistant,15954,executive assistant,4.1,Google,CA
Los Angeles,170,4.4,3.9,4.4,4.1,SEM/Ppc Paid Search Specialist,3,,259957,,4.1,Google,CA
Los Angeles,171,4.4,3.9,4.4,4.1,Care Consultant,2,,629863,,4.1,Google,CA
Los Angeles,172,4.4,3.9,4.4,4.1,Financial Analyst FPA,2,,738887,,4.1,Google,CA
Los Angeles,173,4.4,3.9,4.4,4.1,Product Operations Analyst,2,,61638,,4.1,Google,CA
Los Angeles,174,4.4,3.9,4.4,4.1,Cloud Software Engineer,2,,401979,,4.1,Google,CA
Los Angeles,175,4.4,3.9,4.4,4.1,Registered Nurse - Rehab,2,,2987733,,4.1,Google,CA
Los Angeles,176,4.4,3.9,4.4,4.1,Residential Aide,2,security officer,148627,janitor,4.1,Google,CA
Los Angeles,177,4.4,3.9,4.4,4.1,Packing/Moving Specialist,2,,723026,,4.1,Google,CA
Los Angeles,178,4.4,3.9,4.4,4.1,Personal Assistant,2,receptionist,47217,customer service representative,4.1,Google,CA
Los Angeles,179,4.4,3.9,4.4,4.1,Digital Media Buyer,2,,192622,,4.1,Google,CA
Los Angeles,180,4.4,3.9,4.4,4.1,Dispatcher/Scheduler,2,,632598,,4.1,Google,CA
Los Angeles,181,4.4,3.9,4.4,4.1,Automation Engineer,2,software developer,18651,software engineer,4.1,Google,CA
Los Angeles,182,4.4,3.9,4.4,4.1,Research Intern,2,software engineer,33225,consultant,4.1,Google,CA
Los Angeles,183,4.4,3.9,4.4,4.1,Qualitative Research Analyst,2,,112369,,4.1,Google,CA
Los Angeles,184,4.4,3.9,4.4,4.1,Technical Recruiting Coordinator,2,,547155,,4.1,Google,CA
Washington,185,4.4,3.9,4.4,4.1,Systems Administrator,11,it consultant,64814,contractor,4.1,Google,DC
Washington,186,4.4,3.9,4.4,4.1,Social Media Analyst,7,,4683,,4.1,Google,DC
Washington,187,4.4,3.9,4.4,4.1,Applications Systems Analyst,6,,8978,,4.1,Google,DC
Washington,188,4.4,3.9,4.4,4.1,GIS Developer,6,,38935,,4.1,Google,DC
Washington,189,4.4,3.9,4.4,4.1,Digital Marketing Coordinator,6,,248292,,4.1,Google,DC
Washington,190,4.4,3.9,4.4,4.1,Java Developer,5,senior developer,3566,senior software engineer,4.1,Google,DC
Washington,191,4.4,3.9,4.4,4.1,Systems Architect,5,systems engineer,26334,senior systems analyst,4.1,Google,DC
Washington,192,4.4,3.9,4.4,4.1,Windows Systems Administrator,5,contractor,48214,network engineer,4.1,Google,DC
Washington,193,4.4,3.9,4.4,4.1,Configuration Management Analyst,4,software configuration analyst,314,configuration,4.1,Google,DC
Washington,194,4.4,3.9,4.4,4.1,Internship,4,cashier,9985,substitute teacher,4.1,Google,DC
Washington,195,4.4,3.9,4.4,4.1,Sharepoint Developer,4,software developer,11716,net developer,4.1,Google,DC
Washington,196,4.4,3.9,4.4,4.1,Intelligence Analyst,4,sigint analyst,9849,junior level intelligence analyst,4.1,Google,DC
Washington,197,4.4,3.9,4.4,4.1,Quality Assurance Tester,4,test engineer,55618,software engineer,4.1,Google,DC
Washington,198,4.4,3.9,4.4,4.1,QlikView Developer,4,,508494,,4.1,Google,DC
Washington,199,4.4,3.9,4.4,4.1,Applications Developer,4,senior systems analyst,23992,database systems programmer,4.1,Google,DC
Washington,200,4.4,3.9,4.4,4.1,Collections Specialist,4,assistant manager,6772,office manager,4.1,Google,DC
Washington,201,4.4,3.9,4.4,4.1,Data Scientist - Analytics,4,,472028,,4.1,Google,DC
Washington,202,4.4,3.9,4.4,4.1,Cloud Architect,3,,205887,,4.1,Google,DC
Washington,203,4.4,3.9,4.4,4.1,Quality Assurance Engineer,3,manager,55592,,4.1,Google,DC
Washington,204,4.4,3.9,4.4,4.1,Search Marketing Strategist,3,,381168,,4.1,Google,DC
Washington,205,4.4,3.9,4.4,4.1,Geospatial Engineer,3,,102713,,4.1,Google,DC
Washington,206,4.4,3.9,4.4,4.1,.NET Developer,3,,8558,,4.1,Google,DC
Washington,207,4.4,3.9,4.4,4.1,Test Engineer,3,electrical engineer,20986,systems engineer,4.1,Google,DC
Washington,208,4.4,3.9,4.4,4.1,Junior Systems Administrator,3,desktop support team lead,3759,manager of technical,4.1,Google,DC
Washington,209,4.4,3.9,4.4,4.1,Software Tester,3,test engineer,4457,software developer,4.1,Google,DC
Washington,210,4.4,3.9,4.4,4.1,Field Operations,3,,32372,,4.1,Google,DC
Washington,211,4.4,3.9,4.4,4.1,Client Support Associate,3,,6337,,4.1,Google,DC
Washington,212,4.4,3.9,4.4,4.1,Web Analytics Specialist,3,,139533,,4.1,Google,DC
Washington,213,4.4,3.9,4.4,4.1,Security Analyst,3,security engineer,44304,,4.1,Google,DC
Atlanta,214,4.4,3.9,4.4,4.1,Bell Ringer,5,,533199,,4.1,Google,GA
Atlanta,215,4.4,3.9,4.4,4.1,Social Media Coordinator,4,executive assistant,134375,account manager,4.1,Google,GA
Atlanta,216,4.4,3.9,4.4,4.1,Search Engine Marketing (SEM) Analyst,4,,126029,,4.1,Google,GA
Atlanta,217,4.4,3.9,4.4,4.1,Digital Analyst,4,,41521,,4.1,Google,GA
Atlanta,218,4.4,3.9,4.4,4.1,Software Engineer,4,,4279,,4.1,Google,GA
Atlanta,219,4.4,3.9,4.4,4.1,Web Marketing Specialist,4,,47876,,4.1,Google,GA
Atlanta,220,4.4,3.9,4.4,4.1,Dental Assistant,3,head dental assistant,40185,customer service representative,4.1,Google,GA
Atlanta,221,4.4,3.9,4.4,4.1,Logistics Analyst,3,project manager,19248,manager,4.1,Google,GA
Atlanta,222,4.4,3.9,4.4,4.1,After School Club Worker,3,,1168051,,4.1,Google,GA
Atlanta,223,4.4,3.9,4.4,4.1,Cloud Software Engineer,3,,401979,,4.1,Google,GA
Atlanta,224,4.4,3.9,4.4,4.1,Public Relations Intern,3,office manager,37978,volunteer,4.1,Google,GA
Atlanta,225,4.4,3.9,4.4,4.1,Search Engine Analyst,3,,192199,,4.1,Google,GA
Atlanta,226,4.4,3.9,4.4,4.1,Product Implementation Specialist,2,,93011,,4.1,Google,GA
Atlanta,227,4.4,3.9,4.4,4.1,Marketing Intern,2,volunteer,13314,marketing associate,4.1,Google,GA
Atlanta,228,4.4,3.9,4.4,4.1,Kettle Coordinator,2,,450169,,4.1,Google,GA
Atlanta,229,4.4,3.9,4.4,4.1,Performance Specialist,2,,1571,,4.1,Google,GA
Atlanta,230,4.4,3.9,4.4,4.1,Outside Sales Representative,2,account executive,1040,general manager,4.1,Google,GA
Atlanta,231,4.4,3.9,4.4,4.1,"Assistant Professor, Dental Hygiene",2,,175012,,4.1,Google,GA
Atlanta,232,4.4,3.9,4.4,4.1,Store Clerk/Cashier,2,,25641,,4.1,Google,GA
Atlanta,233,4.4,3.9,4.4,4.1,Truck Driver,2,dump truck driver,14416,heavy equipment operator,4.1,Google,GA
Atlanta,234,4.4,3.9,4.4,4.1,Mechanical Engineering Co-Op,2,,58450,,4.1,Google,GA
Atlanta,235,4.4,3.9,4.4,4.1,Marketing Coordinator,2,,57646,,4.1,Google,GA
Atlanta,236,4.4,3.9,4.4,4.1,Digital Advisor,2,,283979,,4.1,Google,GA
Atlanta,237,4.4,3.9,4.4,4.1,Cloud Architect,1,,205887,,4.1,Google,GA
Atlanta,238,4.4,3.9,4.4,4.1,Employment Coordinator,1,account manager,49291,human resource manager,4.1,Google,GA
Atlanta,239,4.4,3.9,4.4,4.1,Front Desk Coordinator,1,administrative assistant,27497,administrative receptionist,4.1,Google,GA
Atlanta,240,4.4,3.9,4.4,4.1,Deployment Engineer,1,project coordinator,40647,desktop support,4.1,Google,GA
Atlanta,241,4.4,3.9,4.4,4.1,Engineer C,1,,83429,,4.1,Google,GA
Atlanta,242,4.4,3.9,4.4,4.1,Sr java developer,1,,779290,,4.1,Google,GA
Atlanta,243,4.4,3.9,4.4,4.1,Field Consultant,1,general manager,32307,account executive,4.1,Google,GA
Atlanta,244,4.4,3.9,4.4,4.1,Java,1,java developer,3560,java j2ee consultant,4.1,Google,GA
Atlanta,245,4.4,3.9,4.4,4.1,Data Analyst,1,software engineer,46094,consultant,4.1,Google,GA
Atlanta,246,4.4,3.9,4.4,4.1,Technical Support Engineer,1,manager,58305,,4.1,Google,GA
Atlanta,247,4.4,3.9,4.4,4.1,Security Operations Engineer,1,,410365,,4.1,Google,GA
Atlanta,248,4.4,3.9,4.4,4.1,.NET Developer,1,,8558,,4.1,Google,GA
Atlanta,249,4.4,3.9,4.4,4.1,P&amp;R Analyst,1,freight associate,3079917,package handler,4.1,Google,GA
Atlanta,250,4.4,3.9,4.4,4.1,Mobile Architect,1,,313218,,4.1,Google,GA
Boston,251,4.4,3.9,4.4,4.1,Tier 1 Tech Support,9,,666705,,4.1,Google,MA
Boston,252,4.4,3.9,4.4,4.1,Devops Engineer,7,it specialist,244632,software developer,4.1,Google,MA
Boston,253,4.4,3.9,4.4,4.1,Android Developer,6,senior software engineer,123068,,4.1,Google,MA
Boston,254,4.4,3.9,4.4,4.1,Software Engineer,5,,4279,,4.1,Google,MA
Boston,255,4.4,3.9,4.4,4.1,PPC Specialist,4,,134848,,4.1,Google,MA
