nextJobOne,state,city,CaBRating,CaVRating,jobId,numJobs,nextJobTwo,CORating,company,SLRating,WLBRating,title,id
,MD,Ellicott City,4.1,4.1,9245,3,,3.4,Apple,3.5,3.3,Apple Expert,8543
,MD,Ellicott City,4.1,4.1,9259,3,,3.4,Apple,3.5,3.3,Apple Specialist,8544
,MD,Ellicott City,4.1,4.1,59883,3,,3.4,Apple,3.5,3.3,Creative,8545
manager,MD,Ellicott City,4.1,4.1,30513,3,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,8546
customer service representative,MD,Ellicott City,4.1,4.1,35961,3,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,8547
project manager,MD,Ellicott City,4.1,4.1,62619,3,business development manager,3.4,Apple,3.5,3.3,Business Specialist,8548
,MD,Ellicott City,4.1,4.1,160696,3,,3.4,Apple,3.5,3.3,Apple Creative,8549
analyst,MD,Ellicott City,4.1,4.1,30663,3,senior analyst,3.4,Apple,3.5,3.3,Specialist,8550
business analyst,MD,Ellicott City,4.1,4.1,31973,3,contractor,3.4,Apple,3.5,3.3,Expert,8551
,MD,Ellicott City,4.1,4.1,66972,3,,3.4,Apple,3.5,3.3,Apple Genius,8552
administrative assistant,MD,Ellicott City,4.1,4.1,10274,3,intern,3.4,Apple,3.5,3.3,Inventory Specialist,8553
field network technician,MD,Ellicott City,4.1,4.1,353805,3,desktop support specialist,3.4,Apple,3.5,3.3,Network Engineer Technician,8554
it consultant,MD,Ellicott City,4.1,4.1,64814,2,contractor,3.4,Apple,3.5,3.3,Systems Administrator,8555
,MD,Ellicott City,4.1,4.1,401979,2,,3.4,Apple,3.5,3.3,Cloud Software Engineer,8556
,MD,Ellicott City,4.1,4.1,350966,2,,3.4,Apple,3.5,3.3,Service Center Support,8557
,MD,Ellicott City,4.1,4.1,199465,2,,3.4,Apple,3.5,3.3,Cyber Intel Analyst,8558
it manager,MD,Ellicott City,4.1,4.1,52481,2,,3.4,Apple,3.5,3.3,Network Engineer,8559
,MD,Ellicott City,4.1,4.1,1397819,1,,3.4,Apple,3.5,3.3,Audio/Visual Installer,8560
desktop engineer consultant,MD,Ellicott City,4.1,4.1,40815,1,systems engineer,3.4,Apple,3.5,3.3,Desktop Engineer,8561
case manager,MD,Ellicott City,4.1,4.1,27814,1,staff nurse,3.4,Apple,3.5,3.3,RN,8562
field service technician,MD,Ellicott City,4.1,4.1,47448,1,desktop support analyst,3.4,Apple,3.5,3.3,PC Support Technician,8563
,MD,Ellicott City,4.1,4.1,195417,1,,3.4,Apple,3.5,3.3,Applied Research Engineer,8564
deployment technician,MD,Ellicott City,4.1,4.1,47451,1,network technician,3.4,Apple,3.5,3.3,PC Technician,8565
,MD,Ellicott City,4.1,4.1,265525,1,,3.4,Apple,3.5,3.3,Dental Assistant Instructor,8566
network administrator,MD,Ellicott City,4.1,4.1,40830,1,desktop,3.4,Apple,3.5,3.3,Desktop Support,8567
sales associate,MD,Dundalk,4.1,4.1,44836,6,administrative assistant,3.4,Apple,3.5,3.3,Sales Representative,8568
purchasing agent,MD,Dundalk,4.1,4.1,1034,6,inside,3.4,Apple,3.5,3.3,OUTSIDE SALES,8569
sales executive,MD,Dundalk,4.1,4.1,50751,6,manager,3.4,Apple,3.5,3.3,Sales Agent,8570
manager,MD,Dundalk,4.1,4.1,28946,6,,3.4,Apple,3.5,3.3,Sales,8571
manager,MD,Dundalk,4.1,4.1,50838,6,,3.4,Apple,3.5,3.3,Sales Associate,8572
,MD,Dundalk,4.1,4.1,13495,5,,3.4,Apple,3.5,3.3,Membership Sales Representative,8573
,MD,Dundalk,4.1,4.1,21392,3,,3.4,Apple,3.5,3.3,Genius,8574
,MD,Dundalk,4.1,4.1,605825,3,,3.4,Apple,3.5,3.3,Apple Business Specialist,8575
,MD,Dundalk,4.1,4.1,9245,3,,3.4,Apple,3.5,3.3,Apple Expert,8576
,MD,Dundalk,4.1,4.1,9259,3,,3.4,Apple,3.5,3.3,Apple Specialist,8577
,MD,Dundalk,4.1,4.1,59883,3,,3.4,Apple,3.5,3.3,Creative,8578
manager,MD,Dundalk,4.1,4.1,30513,3,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,8579
customer service representative,MD,Dundalk,4.1,4.1,35961,3,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,8580
project manager,MD,Dundalk,4.1,4.1,62619,3,business development manager,3.4,Apple,3.5,3.3,Business Specialist,8581
,MD,Dundalk,4.1,4.1,160696,3,,3.4,Apple,3.5,3.3,Apple Creative,8582
analyst,MD,Dundalk,4.1,4.1,30663,3,senior analyst,3.4,Apple,3.5,3.3,Specialist,8583
business analyst,MD,Dundalk,4.1,4.1,31973,3,contractor,3.4,Apple,3.5,3.3,Expert,8584
,MD,Dundalk,4.1,4.1,66972,3,,3.4,Apple,3.5,3.3,Apple Genius,8585
administrative assistant,MD,Dundalk,4.1,4.1,10274,3,intern,3.4,Apple,3.5,3.3,Inventory Specialist,8586
field network technician,MD,Dundalk,4.1,4.1,353805,3,desktop support specialist,3.4,Apple,3.5,3.3,Network Engineer Technician,8587
it consultant,MD,Dundalk,4.1,4.1,64814,2,contractor,3.4,Apple,3.5,3.3,Systems Administrator,8588
,MD,Dundalk,4.1,4.1,401979,2,,3.4,Apple,3.5,3.3,Cloud Software Engineer,8589
,MD,Dundalk,4.1,4.1,350966,2,,3.4,Apple,3.5,3.3,Service Center Support,8590
,MD,Dundalk,4.1,4.1,199465,2,,3.4,Apple,3.5,3.3,Cyber Intel Analyst,8591
it manager,MD,Dundalk,4.1,4.1,52481,2,,3.4,Apple,3.5,3.3,Network Engineer,8592
,MD,Dundalk,4.1,4.1,1397819,1,,3.4,Apple,3.5,3.3,Audio/Visual Installer,8593
desktop engineer consultant,MD,Dundalk,4.1,4.1,40815,1,systems engineer,3.4,Apple,3.5,3.3,Desktop Engineer,8594
case manager,MD,Dundalk,4.1,4.1,27814,1,staff nurse,3.4,Apple,3.5,3.3,RN,8595
field service technician,MD,Dundalk,4.1,4.1,47448,1,desktop support analyst,3.4,Apple,3.5,3.3,PC Support Technician,8596
deployment technician,MD,Dundalk,4.1,4.1,47451,1,network technician,3.4,Apple,3.5,3.3,PC Technician,8597
,MD,Dundalk,4.1,4.1,195417,1,,3.4,Apple,3.5,3.3,Applied Research Engineer,8598
,MD,Dundalk,4.1,4.1,265525,1,,3.4,Apple,3.5,3.3,Dental Assistant Instructor,8599
network administrator,MD,Dundalk,4.1,4.1,40830,1,desktop,3.4,Apple,3.5,3.3,Desktop Support,8600
security guard,ME,Bangor,4.1,4.1,13159,14,security officer,3.4,Apple,3.5,3.3,Cashier,8601
sales associate,ME,Bangor,4.1,4.1,546730,3,administrative assistant,3.4,Apple,3.5,3.3,Customer Service Associate &amp; Cashier,8602
manager,ME,Bangor,4.1,4.1,11520,1,,3.4,Apple,3.5,3.3,Server,8603
sales associate,ME,Bangor,4.1,4.1,46043,1,administrative assistant,3.4,Apple,3.5,3.3,Customer Service,8604
prep cook,ME,Bangor,4.1,4.1,45091,1,lead cook,3.4,Apple,3.5,3.3,Cook,8605
assistant manager,ME,Bangor,4.1,4.1,62610,1,office manager,3.4,Apple,3.5,3.3,Bookkeeper,8606
customer service representative,ME,Bangor,4.1,4.1,34413,1,customer service,3.4,Apple,3.5,3.3,Host,8607
purchasing agent,PA,Morgantown,4.1,4.1,1034,19,inside,3.4,Apple,3.5,3.3,OUTSIDE SALES,8608
sales associate,PA,Morgantown,4.1,4.1,44836,19,administrative assistant,3.4,Apple,3.5,3.3,Sales Representative,8609
manager,PA,Morgantown,4.1,4.1,28946,19,,3.4,Apple,3.5,3.3,Sales,8610
sales executive,PA,Morgantown,4.1,4.1,50751,19,manager,3.4,Apple,3.5,3.3,Sales Agent,8611
manager,PA,Morgantown,4.1,4.1,50838,19,,3.4,Apple,3.5,3.3,Sales Associate,8612
supervisor,PA,Morgantown,4.1,4.1,19613,3,electrician,3.4,Apple,3.5,3.3,Maintenance Technician,8613
tool maker,PA,Morgantown,4.1,4.1,20016,1,cnc operator,3.4,Apple,3.5,3.3,Machinist,8614
human resources manager,PA,Morgantown,4.1,4.1,34168,1,manager,3.4,Apple,3.5,3.3,Human Resources Generalist,8615
sales associate,PA,Fleetwood,4.1,4.1,44836,19,administrative assistant,3.4,Apple,3.5,3.3,Sales Representative,8616
purchasing agent,PA,Fleetwood,4.1,4.1,1034,19,inside,3.4,Apple,3.5,3.3,OUTSIDE SALES,8617
manager,PA,Fleetwood,4.1,4.1,28946,19,,3.4,Apple,3.5,3.3,Sales,8618
sales executive,PA,Fleetwood,4.1,4.1,50751,19,manager,3.4,Apple,3.5,3.3,Sales Agent,8619
manager,PA,Fleetwood,4.1,4.1,50838,19,,3.4,Apple,3.5,3.3,Sales Associate,8620
supervisor,PA,Fleetwood,4.1,4.1,19613,3,electrician,3.4,Apple,3.5,3.3,Maintenance Technician,8621
tool maker,PA,Fleetwood,4.1,4.1,20016,1,cnc operator,3.4,Apple,3.5,3.3,Machinist,8622
human resources manager,PA,Fleetwood,4.1,4.1,34168,1,manager,3.4,Apple,3.5,3.3,Human Resources Generalist,8623
purchasing agent,PA,Douglassville,4.1,4.1,1034,19,inside,3.4,Apple,3.5,3.3,OUTSIDE SALES,8624
sales associate,PA,Douglassville,4.1,4.1,44836,19,administrative assistant,3.4,Apple,3.5,3.3,Sales Representative,8625
manager,PA,Douglassville,4.1,4.1,28946,19,,3.4,Apple,3.5,3.3,Sales,8626
sales executive,PA,Douglassville,4.1,4.1,50751,19,manager,3.4,Apple,3.5,3.3,Sales Agent,8627
manager,PA,Douglassville,4.1,4.1,50838,19,,3.4,Apple,3.5,3.3,Sales Associate,8628
supervisor,PA,Douglassville,4.1,4.1,19613,3,electrician,3.4,Apple,3.5,3.3,Maintenance Technician,8629
tool maker,PA,Douglassville,4.1,4.1,20016,1,cnc operator,3.4,Apple,3.5,3.3,Machinist,8630
human resources manager,PA,Douglassville,4.1,4.1,34168,1,manager,3.4,Apple,3.5,3.3,Human Resources Generalist,8631
sales associate,PA,Limekiln,4.1,4.1,44836,19,administrative assistant,3.4,Apple,3.5,3.3,Sales Representative,8632
purchasing agent,PA,Limekiln,4.1,4.1,1034,19,inside,3.4,Apple,3.5,3.3,OUTSIDE SALES,8633
manager,PA,Limekiln,4.1,4.1,28946,19,,3.4,Apple,3.5,3.3,Sales,8634
sales executive,PA,Limekiln,4.1,4.1,50751,19,manager,3.4,Apple,3.5,3.3,Sales Agent,8635
manager,PA,Limekiln,4.1,4.1,50838,19,,3.4,Apple,3.5,3.3,Sales Associate,8636
supervisor,PA,Limekiln,4.1,4.1,19613,3,electrician,3.4,Apple,3.5,3.3,Maintenance Technician,8637
tool maker,PA,Limekiln,4.1,4.1,20016,1,cnc operator,3.4,Apple,3.5,3.3,Machinist,8638
human resources manager,PA,Limekiln,4.1,4.1,34168,1,manager,3.4,Apple,3.5,3.3,Human Resources Generalist,8639
purchasing agent,PA,Kutztown,4.1,4.1,1034,19,inside,3.4,Apple,3.5,3.3,OUTSIDE SALES,8640
sales associate,PA,Kutztown,4.1,4.1,44836,19,administrative assistant,3.4,Apple,3.5,3.3,Sales Representative,8641
manager,PA,Kutztown,4.1,4.1,28946,19,,3.4,Apple,3.5,3.3,Sales,8642
sales executive,PA,Kutztown,4.1,4.1,50751,19,manager,3.4,Apple,3.5,3.3,Sales Agent,8643
manager,PA,Kutztown,4.1,4.1,50838,19,,3.4,Apple,3.5,3.3,Sales Associate,8644
supervisor,PA,Kutztown,4.1,4.1,19613,3,electrician,3.4,Apple,3.5,3.3,Maintenance Technician,8645
tool maker,PA,Kutztown,4.1,4.1,20016,1,cnc operator,3.4,Apple,3.5,3.3,Machinist,8646
human resources manager,PA,Kutztown,4.1,4.1,34168,1,manager,3.4,Apple,3.5,3.3,Human Resources Generalist,8647
customer service representative,IL,Elk Grove Village,4.1,4.1,35961,10,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,8648
,IL,Elk Grove Village,4.1,4.1,21392,8,,3.4,Apple,3.5,3.3,Genius,8649
,IL,Elk Grove Village,4.1,4.1,9245,8,,3.4,Apple,3.5,3.3,Apple Expert,8650
,IL,Elk Grove Village,4.1,4.1,9259,8,,3.4,Apple,3.5,3.3,Apple Specialist,8651
project manager,IL,Elk Grove Village,4.1,4.1,62619,8,business development manager,3.4,Apple,3.5,3.3,Business Specialist,8652
,IL,Elk Grove Village,4.1,4.1,160696,8,,3.4,Apple,3.5,3.3,Apple Creative,8653
analyst,IL,Elk Grove Village,4.1,4.1,30663,8,senior analyst,3.4,Apple,3.5,3.3,Specialist,8654
,IL,Elk Grove Village,4.1,4.1,605825,8,,3.4,Apple,3.5,3.3,Apple Business Specialist,8655
,IL,Elk Grove Village,4.1,4.1,59883,8,,3.4,Apple,3.5,3.3,Creative,8656
manager,IL,Elk Grove Village,4.1,4.1,30513,8,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,8657
business analyst,IL,Elk Grove Village,4.1,4.1,31973,8,contractor,3.4,Apple,3.5,3.3,Expert,8658
,IL,Elk Grove Village,4.1,4.1,66972,8,,3.4,Apple,3.5,3.3,Apple Genius,8659
administrative assistant,IL,Elk Grove Village,4.1,4.1,10274,8,intern,3.4,Apple,3.5,3.3,Inventory Specialist,8660
,IL,Elk Grove Village,4.1,4.1,110070,5,,3.4,Apple,3.5,3.3,Operations Support Engineer,8661
,IL,Elk Grove Village,4.1,4.1,463296,5,,3.4,Apple,3.5,3.3,IOS Architect,8662
,IL,Elk Grove Village,4.1,4.1,118434,5,,3.4,Apple,3.5,3.3,Mobile Software Engineer,8663
,IL,Elk Grove Village,4.1,4.1,708306,4,,3.4,Apple,3.5,3.3,Field Training Supervisor,8664
manager,IL,Elk Grove Village,4.1,4.1,50838,4,,3.4,Apple,3.5,3.3,Sales Associate,8665
,IL,Elk Grove Village,4.1,4.1,4279,4,,3.4,Apple,3.5,3.3,Software Engineer,8666
district sales manager,IL,Elk Grove Village,4.1,4.1,20891,3,manager,3.4,Apple,3.5,3.3,Technical Sales Representative,8667
,IL,Elk Grove Village,4.1,4.1,688526,3,,3.4,Apple,3.5,3.3,Pre-Sales Solutions Associate,8668
receptionist,IL,Elk Grove Village,4.1,4.1,59678,3,customer service representative,3.4,Apple,3.5,3.3,Customer Care Agent,8669
revenue manager,IL,Elk Grove Village,4.1,4.1,28000,3,financial analyst,3.4,Apple,3.5,3.3,Revenue Analyst,8670
,IL,Elk Grove Village,4.1,4.1,1513210,3,,3.4,Apple,3.5,3.3,Risk Revenue Analyst,8671
supervisor,IL,Elk Grove Village,4.1,4.1,22582,2,technical writer,3.4,Apple,3.5,3.3,Help Desk Agent,8672
mobile developer,IL,Elk Grove Village,4.1,4.1,190122,2,software developer,3.4,Apple,3.5,3.3,IOS Developer,8673
technical writer contracted,IL,Elk Grove Village,4.1,4.1,58559,2,instructional designer,3.4,Apple,3.5,3.3,Technical Writer,8674
physical therapist aide,IL,Elk Grove Village,4.1,4.1,2507,2,student physical therapist,3.4,Apple,3.5,3.3,Physical Therapist,8675
,IL,Elk Grove Village,4.1,4.1,183595,2,,3.4,Apple,3.5,3.3,Software Quality Assurance (SQA) Engineer,8676
sales associate,PA,Port Clinton,4.1,4.1,44836,19,administrative assistant,3.4,Apple,3.5,3.3,Sales Representative,8677
purchasing agent,PA,Port Clinton,4.1,4.1,1034,19,inside,3.4,Apple,3.5,3.3,OUTSIDE SALES,8678
manager,PA,Port Clinton,4.1,4.1,28946,19,,3.4,Apple,3.5,3.3,Sales,8679
sales executive,PA,Port Clinton,4.1,4.1,50751,19,manager,3.4,Apple,3.5,3.3,Sales Agent,8680
manager,PA,Port Clinton,4.1,4.1,50838,19,,3.4,Apple,3.5,3.3,Sales Associate,8681
supervisor,PA,Port Clinton,4.1,4.1,19613,3,electrician,3.4,Apple,3.5,3.3,Maintenance Technician,8682
tool maker,PA,Port Clinton,4.1,4.1,20016,1,cnc operator,3.4,Apple,3.5,3.3,Machinist,8683
human resources manager,PA,Port Clinton,4.1,4.1,34168,1,manager,3.4,Apple,3.5,3.3,Human Resources Generalist,8684
manager,NC,Wake Forest,4.1,4.1,11520,31,,3.4,Apple,3.5,3.3,Server,8685
prep cook,NC,Wake Forest,4.1,4.1,19005,22,lead cook,3.4,Apple,3.5,3.3,Line Cook,8686
customer service representative,NC,Wake Forest,4.1,4.1,34413,14,customer service,3.4,Apple,3.5,3.3,Host,8687
,NC,Wake Forest,4.1,4.1,506282,9,,3.4,Apple,3.5,3.3,Hostess/Carside to Go,8688
receptionist,NC,Wake Forest,4.1,4.1,62308,8,customer service representative,3.4,Apple,3.5,3.3,Bartender,8689
bus driver,NC,Wake Forest,4.1,4.1,31940,4,customer service representative,3.4,Apple,3.5,3.3,Expeditor,8690
,NC,Wake Forest,4.1,4.1,30488,3,,3.4,Apple,3.5,3.3,Solutions Architect,8691
cook,NC,Wake Forest,4.1,4.1,60665,3,grill cook,3.4,Apple,3.5,3.3,Prep Cook,8692
,NC,Wake Forest,4.1,4.1,21392,2,,3.4,Apple,3.5,3.3,Genius,8693
,NC,Wake Forest,4.1,4.1,605825,2,,3.4,Apple,3.5,3.3,Apple Business Specialist,8694
,NC,Wake Forest,4.1,4.1,9245,2,,3.4,Apple,3.5,3.3,Apple Expert,8695
,NC,Wake Forest,4.1,4.1,70069,2,,3.4,Apple,3.5,3.3,Apple Retail,8696
,NC,Wake Forest,4.1,4.1,9259,2,,3.4,Apple,3.5,3.3,Apple Specialist,8697
,NC,Wake Forest,4.1,4.1,59883,2,,3.4,Apple,3.5,3.3,Creative,8698
manager,NC,Wake Forest,4.1,4.1,30513,2,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,8699
customer service representative,NC,Wake Forest,4.1,4.1,35961,2,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,8700
project manager,NC,Wake Forest,4.1,4.1,62619,2,business development manager,3.4,Apple,3.5,3.3,Business Specialist,8701
,NC,Wake Forest,4.1,4.1,160696,2,,3.4,Apple,3.5,3.3,Apple Creative,8702
analyst,NC,Wake Forest,4.1,4.1,30663,2,senior analyst,3.4,Apple,3.5,3.3,Specialist,8703
business analyst,NC,Wake Forest,4.1,4.1,31973,2,contractor,3.4,Apple,3.5,3.3,Expert,8704
,NC,Wake Forest,4.1,4.1,66972,2,,3.4,Apple,3.5,3.3,Apple Genius,8705
administrative assistant,NC,Wake Forest,4.1,4.1,10274,2,intern,3.4,Apple,3.5,3.3,Inventory Specialist,8706
,NC,Wake Forest,4.1,4.1,319125,1,,3.4,Apple,3.5,3.3,Field Clinical Specialist,8707
surgical assistant,NC,Wake Forest,4.1,4.1,6446,1,nurse practitioner,3.4,Apple,3.5,3.3,Clinical Specialist,8708
,NC,Wake Forest,4.1,4.1,4279,1,,3.4,Apple,3.5,3.3,Software Engineer,8709
,NC,Wake Forest,4.1,4.1,821146,1,,3.4,Apple,3.5,3.3,Mobile App Developer Android &amp; IOS,8710
diesel mechanic,NC,Wake Forest,4.1,4.1,22539,1,diesel technician,3.4,Apple,3.5,3.3,Heavy Equipment Mechanic,8711
,NC,Wake Forest,4.1,4.1,133237,1,,3.4,Apple,3.5,3.3,Software Engineering Summer Intern,8712
,NC,Wake Forest,4.1,4.1,228700,1,,3.4,Apple,3.5,3.3,Software Developer - Ruby On Rails,8713
system administrator,NC,Wake Forest,4.1,4.1,40834,1,contractor,3.4,Apple,3.5,3.3,Desktop Support Analyst,8714
staff accountant,NC,Wake Forest,4.1,4.1,29106,1,financial advisor,3.4,Apple,3.5,3.3,Account Analyst,8715
research technician,NC,Wake Forest,4.1,4.1,33482,1,administrative assistant,3.4,Apple,3.5,3.3,Research Specialist,8716
,NC,Wake Forest,4.1,4.1,870103,1,,3.4,Apple,3.5,3.3,CNC Swiss Machinist,8717
,NC,Wake Forest,4.1,4.1,826299,1,,3.4,Apple,3.5,3.3,General Utilities (Dishwasher),8718
customer service representative,MN,Woodbury,4.1,4.1,34413,38,customer service,3.4,Apple,3.5,3.3,Host,8719
prep cook,MN,Woodbury,4.1,4.1,45091,38,lead cook,3.4,Apple,3.5,3.3,Cook,8720
manager,MN,Woodbury,4.1,4.1,11520,37,,3.4,Apple,3.5,3.3,Server,8721
bus driver,MN,Woodbury,4.1,4.1,57737,10,receptionist,3.4,Apple,3.5,3.3,Massage Therapist,8722
security guard,MN,Woodbury,4.1,4.1,57255,6,medical assistant,3.4,Apple,3.5,3.3,Caregiver,8723
,MN,Woodbury,4.1,4.1,21392,5,,3.4,Apple,3.5,3.3,Genius,8724
,MN,Woodbury,4.1,4.1,9245,5,,3.4,Apple,3.5,3.3,Apple Expert,8725
,MN,Woodbury,4.1,4.1,9259,5,,3.4,Apple,3.5,3.3,Apple Specialist,8726
project manager,MN,Woodbury,4.1,4.1,62619,5,business development manager,3.4,Apple,3.5,3.3,Business Specialist,8727
,MN,Woodbury,4.1,4.1,160696,5,,3.4,Apple,3.5,3.3,Apple Creative,8728
analyst,MN,Woodbury,4.1,4.1,30663,5,senior analyst,3.4,Apple,3.5,3.3,Specialist,8729
manager,MN,Woodbury,4.1,4.1,50838,5,,3.4,Apple,3.5,3.3,Sales Associate,8730
,MN,Woodbury,4.1,4.1,605825,5,,3.4,Apple,3.5,3.3,Apple Business Specialist,8731
,MN,Woodbury,4.1,4.1,59883,5,,3.4,Apple,3.5,3.3,Creative,8732
manager,MN,Woodbury,4.1,4.1,30513,5,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,8733
customer service representative,MN,Woodbury,4.1,4.1,35961,5,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,8734
business analyst,MN,Woodbury,4.1,4.1,31973,5,contractor,3.4,Apple,3.5,3.3,Expert,8735
,MN,Woodbury,4.1,4.1,66972,5,,3.4,Apple,3.5,3.3,Apple Genius,8736
administrative assistant,MN,Woodbury,4.1,4.1,10274,5,intern,3.4,Apple,3.5,3.3,Inventory Specialist,8737
mobile developer,MN,Woodbury,4.1,4.1,190122,3,software developer,3.4,Apple,3.5,3.3,IOS Developer,8738
sales associate,MN,Woodbury,4.1,4.1,50687,3,assistant manager,3.4,Apple,3.5,3.3,Retail Sales Representative,8739
,MN,Woodbury,4.1,4.1,8558,3,,3.4,Apple,3.5,3.3,.NET Developer,8740
,MN,Woodbury,4.1,4.1,53405,3,,3.4,Apple,3.5,3.3,User Experience Architect,8741
,MN,Woodbury,4.1,4.1,13495,3,,3.4,Apple,3.5,3.3,Membership Sales Representative,8742
account executive,MN,Woodbury,4.1,4.1,50274,3,account manager,3.4,Apple,3.5,3.3,Retail Sales Associate,8743
rn case mgr,MN,Woodbury,4.1,4.1,157863,3,principal credentialed optime trainer,3.4,Apple,3.5,3.3,RN Consultant,8744
,MN,Woodbury,4.1,4.1,82046,3,,3.4,Apple,3.5,3.3,Counselor Student Support Services,8745
business manager,MN,Woodbury,4.1,4.1,41297,2,physician assistant primary care,3.4,Apple,3.5,3.3,Physician Assistant,8746
,MN,Woodbury,4.1,4.1,186049,2,,3.4,Apple,3.5,3.3,Part Time Administrative Assistant,8747
technical support analyst,MN,Woodbury,4.1,4.1,10944,2,account,3.4,Apple,3.5,3.3,IT Support Specialist,8748
adult nurse practitioner,MN,Woodbury,4.1,4.1,52998,2,clinical instructor,3.4,Apple,3.5,3.3,Nurse Practitioner,8749
customer service representative,MA,Ayer,4.1,4.1,34413,16,customer service,3.4,Apple,3.5,3.3,Host,8750
manager,MA,Ayer,4.1,4.1,11520,15,,3.4,Apple,3.5,3.3,Server,8751
prep cook,MA,Ayer,4.1,4.1,45091,15,lead cook,3.4,Apple,3.5,3.3,Cook,8752
customer service representative,MA,Ayer,4.1,4.1,35961,11,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,8753
,MA,Ayer,4.1,4.1,21392,10,,3.4,Apple,3.5,3.3,Genius,8754
,MA,Ayer,4.1,4.1,605825,10,,3.4,Apple,3.5,3.3,Apple Business Specialist,8755
,MA,Ayer,4.1,4.1,9245,10,,3.4,Apple,3.5,3.3,Apple Expert,8756
,MA,Ayer,4.1,4.1,9259,10,,3.4,Apple,3.5,3.3,Apple Specialist,8757
,MA,Ayer,4.1,4.1,59883,10,,3.4,Apple,3.5,3.3,Creative,8758
manager,MA,Ayer,4.1,4.1,30513,10,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,8759
project manager,MA,Ayer,4.1,4.1,62619,10,business development manager,3.4,Apple,3.5,3.3,Business Specialist,8760
,MA,Ayer,4.1,4.1,160696,10,,3.4,Apple,3.5,3.3,Apple Creative,8761
analyst,MA,Ayer,4.1,4.1,30663,10,senior analyst,3.4,Apple,3.5,3.3,Specialist,8762
business analyst,MA,Ayer,4.1,4.1,31973,10,contractor,3.4,Apple,3.5,3.3,Expert,8763
,MA,Ayer,4.1,4.1,66972,10,,3.4,Apple,3.5,3.3,Apple Genius,8764
administrative assistant,MA,Ayer,4.1,4.1,10274,10,intern,3.4,Apple,3.5,3.3,Inventory Specialist,8765
sales associate,MA,Ayer,4.1,4.1,546730,7,administrative assistant,3.4,Apple,3.5,3.3,Customer Service Associate &amp; Cashier,8766
material handler,MA,Ayer,4.1,4.1,731,6,package handler,3.4,Apple,3.5,3.3,Construction Laborer,8767
customer service,MA,Ayer,4.1,4.1,13492,5,sales associate,3.4,Apple,3.5,3.3,Membership Representative,8768
,MA,Ayer,4.1,4.1,562701,4,,3.4,Apple,3.5,3.3,Associate Software Support Engineer,8769
mobile developer,MA,Ayer,4.1,4.1,190122,3,software developer,3.4,Apple,3.5,3.3,IOS Developer,8770
cna,MA,Ayer,4.1,4.1,56787,3,cashier,3.4,Apple,3.5,3.3,Certified Nursing Assistant,8771
,MA,Ayer,4.1,4.1,216349,3,,3.4,Apple,3.5,3.3,IOS Engineer,8772
manager,MA,Ayer,4.1,4.1,50838,3,,3.4,Apple,3.5,3.3,Sales Associate,8773
,MA,Ayer,4.1,4.1,53413,2,,3.4,Apple,3.5,3.3,User Experience Designer,8774
,MA,Ayer,4.1,4.1,18979,2,,3.4,Apple,3.5,3.3,Associate Sales Engineer,8775
,MA,Ayer,4.1,4.1,13495,2,,3.4,Apple,3.5,3.3,Membership Sales Representative,8776
,MA,Ayer,4.1,4.1,70069,2,,3.4,Apple,3.5,3.3,Apple Retail,8777
,MA,Ayer,4.1,4.1,80765,2,,3.4,Apple,3.5,3.3,Clinical Pharmacist I,8778
security guard,MA,Ayer,4.1,4.1,13159,2,security officer,3.4,Apple,3.5,3.3,Cashier,8779
,MA,Ayer,4.1,4.1,28437,2,,3.4,Apple,3.5,3.3,Sales Engineer,8780
,FL,Tallahassee,4.1,4.1,101985,4,,3.4,Apple,3.5,3.3,Embedded Firmware Engineer,8781
,FL,Tallahassee,4.1,4.1,508231,1,,3.4,Apple,3.5,3.3,Customer Service/Smartphone Technician,8782
,FL,Tallahassee,4.1,4.1,56297,1,,3.4,Apple,3.5,3.3,Receptionist,8783
customer service representative,NH,Portsmouth,4.1,4.1,34413,16,customer service,3.4,Apple,3.5,3.3,Host,8784
manager,NH,Portsmouth,4.1,4.1,11520,15,,3.4,Apple,3.5,3.3,Server,8785
prep cook,NH,Portsmouth,4.1,4.1,45091,15,lead cook,3.4,Apple,3.5,3.3,Cook,8786
customer service representative,NH,Portsmouth,4.1,4.1,35961,11,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,8787
,NH,Portsmouth,4.1,4.1,21392,10,,3.4,Apple,3.5,3.3,Genius,8788
,NH,Portsmouth,4.1,4.1,605825,10,,3.4,Apple,3.5,3.3,Apple Business Specialist,8789
,NH,Portsmouth,4.1,4.1,9245,10,,3.4,Apple,3.5,3.3,Apple Expert,8790
