nextJobOne,state,city,CaBRating,CaVRating,jobId,numJobs,nextJobTwo,CORating,company,SLRating,WLBRating,title,id
senior it support engineer,CO,Littleton,4.1,4.1,10937,3,systems engineer,3.4,Apple,3.5,3.3,IT Support Engineer,2884
electronic technician,CO,Littleton,4.1,4.1,1313061,3,owner,3.4,Apple,3.5,3.3,Repair Technician&amp; Customer Support,2885
software engineer,CO,Littleton,4.1,4.1,55668,2,senior qa analyst,3.4,Apple,3.5,3.3,QA Engineer,2886
,CO,Littleton,4.1,4.1,130489,1,,3.4,Apple,3.5,3.3,Apple Technician,2887
,CO,Littleton,4.1,4.1,213919,1,,3.4,Apple,3.5,3.3,Ios Software Engineer,2888
qa lead,CO,Littleton,4.1,4.1,117128,1,test manager,3.4,Apple,3.5,3.3,Test Automation Engineer,2889
,CO,Littleton,4.1,4.1,50681,1,,3.4,Apple,3.5,3.3,Ruby Developer,2890
administrative assistant,CO,Littleton,4.1,4.1,44813,1,assistant manager,3.4,Apple,3.5,3.3,Sales Professional,2891
it support specialist,CO,Littleton,4.1,4.1,10612,1,technical support analyst,3.4,Apple,3.5,3.3,IT Support Analyst,2892
manager,CO,Littleton,4.1,4.1,58305,1,,3.4,Apple,3.5,3.3,Technical Support Engineer,2893
senior software engineer,CO,Littleton,4.1,4.1,30270,1,,3.4,Apple,3.5,3.3,Software Developer,2894
,CO,Littleton,4.1,4.1,279254,1,,3.4,Apple,3.5,3.3,IOS Programmer,2895
,CO,Littleton,4.1,4.1,116413,1,,3.4,Apple,3.5,3.3,Software/Systems Support Analyst,2896
owner,CO,Littleton,4.1,4.1,63191,1,sales manager,3.4,Apple,3.5,3.3,Loan Officer,2897
supervisor,CO,Littleton,4.1,4.1,60210,1,account manager,3.4,Apple,3.5,3.3,Customer Service Representative,2898
,VA,Norfolk,4.1,4.1,160696,1,,3.4,Apple,3.5,3.3,Apple Creative,2899
prep cook,VA,Norfolk,4.1,4.1,45091,1,lead cook,3.4,Apple,3.5,3.3,Cook,2900
,VA,Norfolk,4.1,4.1,21392,1,,3.4,Apple,3.5,3.3,Genius,2901
,VA,Norfolk,4.1,4.1,605825,1,,3.4,Apple,3.5,3.3,Apple Business Specialist,2902
analyst,VA,Norfolk,4.1,4.1,30663,1,senior analyst,3.4,Apple,3.5,3.3,Specialist,2903
business analyst,VA,Norfolk,4.1,4.1,31973,1,contractor,3.4,Apple,3.5,3.3,Expert,2904
,VA,Norfolk,4.1,4.1,9245,1,,3.4,Apple,3.5,3.3,Apple Expert,2905
,VA,Norfolk,4.1,4.1,66972,1,,3.4,Apple,3.5,3.3,Apple Genius,2906
,VA,Norfolk,4.1,4.1,9259,1,,3.4,Apple,3.5,3.3,Apple Specialist,2907
,VA,Norfolk,4.1,4.1,59883,1,,3.4,Apple,3.5,3.3,Creative,2908
manager,VA,Norfolk,4.1,4.1,30513,1,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,2909
customer service representative,VA,Norfolk,4.1,4.1,35961,1,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,2910
administrative assistant,VA,Norfolk,4.1,4.1,10274,1,intern,3.4,Apple,3.5,3.3,Inventory Specialist,2911
project manager,VA,Norfolk,4.1,4.1,62619,1,business development manager,3.4,Apple,3.5,3.3,Business Specialist,2912
senior software engineer,VA,Norfolk,4.1,4.1,26561,1,,3.4,Apple,3.5,3.3,Systems Engineer,2913
maintenance technician,VA,Norfolk,4.1,4.1,16751,1,maintenance technician ii,3.4,Apple,3.5,3.3,HVAC Technician,2914
manager,NJ,Atlantic City,4.1,4.1,11520,4,,3.4,Apple,3.5,3.3,Server,2915
prep cook,NJ,Atlantic City,4.1,4.1,45091,4,lead cook,3.4,Apple,3.5,3.3,Cook,2916
customer service representative,NJ,Atlantic City,4.1,4.1,34413,4,customer service,3.4,Apple,3.5,3.3,Host,2917
customer service representative,NJ,Atlantic City,4.1,4.1,35961,2,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,2918
,NJ,Atlantic City,4.1,4.1,160696,1,,3.4,Apple,3.5,3.3,Apple Creative,2919
,NJ,Atlantic City,4.1,4.1,21392,1,,3.4,Apple,3.5,3.3,Genius,2920
,NJ,Atlantic City,4.1,4.1,605825,1,,3.4,Apple,3.5,3.3,Apple Business Specialist,2921
analyst,NJ,Atlantic City,4.1,4.1,30663,1,senior analyst,3.4,Apple,3.5,3.3,Specialist,2922
business analyst,NJ,Atlantic City,4.1,4.1,31973,1,contractor,3.4,Apple,3.5,3.3,Expert,2923
,NJ,Atlantic City,4.1,4.1,9245,1,,3.4,Apple,3.5,3.3,Apple Expert,2924
,NJ,Atlantic City,4.1,4.1,66972,1,,3.4,Apple,3.5,3.3,Apple Genius,2925
,NJ,Atlantic City,4.1,4.1,9259,1,,3.4,Apple,3.5,3.3,Apple Specialist,2926
,NJ,Atlantic City,4.1,4.1,59883,1,,3.4,Apple,3.5,3.3,Creative,2927
manager,NJ,Atlantic City,4.1,4.1,30513,1,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,2928
administrative assistant,NJ,Atlantic City,4.1,4.1,10274,1,intern,3.4,Apple,3.5,3.3,Inventory Specialist,2929
project manager,NJ,Atlantic City,4.1,4.1,62619,1,business development manager,3.4,Apple,3.5,3.3,Business Specialist,2930
manager,NC,Fayetteville,4.1,4.1,11520,9,,3.4,Apple,3.5,3.3,Server,2931
prep cook,NC,Fayetteville,4.1,4.1,19005,8,lead cook,3.4,Apple,3.5,3.3,Line Cook,2932
customer service representative,NC,Fayetteville,4.1,4.1,34413,6,customer service,3.4,Apple,3.5,3.3,Host,2933
receptionist,NC,Fayetteville,4.1,4.1,62308,5,customer service representative,3.4,Apple,3.5,3.3,Bartender,2934
,NC,Fayetteville,4.1,4.1,506282,3,,3.4,Apple,3.5,3.3,Hostess/Carside to Go,2935
cook,NC,Fayetteville,4.1,4.1,60665,2,grill cook,3.4,Apple,3.5,3.3,Prep Cook,2936
,NC,Fayetteville,4.1,4.1,826299,2,,3.4,Apple,3.5,3.3,General Utilities (Dishwasher),2937
bus driver,NC,Fayetteville,4.1,4.1,31940,1,customer service representative,3.4,Apple,3.5,3.3,Expeditor,2938
,MI,Troy,4.1,4.1,9258,4,,3.4,Apple,3.5,3.3,Apple Solutions Consultant,2939
,MI,Troy,4.1,4.1,40353,4,,3.4,Apple,3.5,3.3,Design Studio Consultant,2940
,MI,Troy,4.1,4.1,21392,3,,3.4,Apple,3.5,3.3,Genius,2941
,MI,Troy,4.1,4.1,605825,3,,3.4,Apple,3.5,3.3,Apple Business Specialist,2942
,MI,Troy,4.1,4.1,9245,3,,3.4,Apple,3.5,3.3,Apple Expert,2943
,MI,Troy,4.1,4.1,9259,3,,3.4,Apple,3.5,3.3,Apple Specialist,2944
,MI,Troy,4.1,4.1,59883,3,,3.4,Apple,3.5,3.3,Creative,2945
manager,MI,Troy,4.1,4.1,30513,3,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,2946
customer service representative,MI,Troy,4.1,4.1,35961,3,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,2947
project manager,MI,Troy,4.1,4.1,62619,3,business development manager,3.4,Apple,3.5,3.3,Business Specialist,2948
,MI,Troy,4.1,4.1,160696,3,,3.4,Apple,3.5,3.3,Apple Creative,2949
analyst,MI,Troy,4.1,4.1,30663,3,senior analyst,3.4,Apple,3.5,3.3,Specialist,2950
business analyst,MI,Troy,4.1,4.1,31973,3,contractor,3.4,Apple,3.5,3.3,Expert,2951
truck driver,MI,Troy,4.1,4.1,27030,3,warehouse supervisor,3.4,Apple,3.5,3.3,Forklift Operator,2952
,MI,Troy,4.1,4.1,674983,3,,3.4,Apple,3.5,3.3,Federal Financial Management Consultant,2953
,MI,Troy,4.1,4.1,66972,3,,3.4,Apple,3.5,3.3,Apple Genius,2954
administrative assistant,MI,Troy,4.1,4.1,10274,3,intern,3.4,Apple,3.5,3.3,Inventory Specialist,2955
,MI,Troy,4.1,4.1,13495,2,,3.4,Apple,3.5,3.3,Membership Sales Representative,2956
,MI,Troy,4.1,4.1,40813,2,,3.4,Apple,3.5,3.3,Desktop Architect,2957
,MI,Troy,4.1,4.1,838482,2,,3.4,Apple,3.5,3.3,coordinateur prototype,2958
assistant escrow officer,MI,Troy,4.1,4.1,42756,2,loan processor,3.4,Apple,3.5,3.3,Escrow Assistant,2959
,MI,Troy,4.1,4.1,955580,2,,3.4,Apple,3.5,3.3,Prototype Build Engineer,2960
,MI,Troy,4.1,4.1,143623,2,,3.4,Apple,3.5,3.3,Process Quality Specialist,2961
assistant resident engineer,MI,Troy,4.1,4.1,50519,1,senior inspector,3.4,Apple,3.5,3.3,Resident Engineer,2962
customer service representative,MI,Troy,4.1,4.1,34413,1,customer service,3.4,Apple,3.5,3.3,Host,2963
general accountant,MI,Troy,4.1,4.1,45662,1,budget analyst,3.4,Apple,3.5,3.3,Cost Accountant,2964
mobile developer,MI,Troy,4.1,4.1,190122,1,software developer,3.4,Apple,3.5,3.3,IOS Developer,2965
executive administrative assistant,MI,Troy,4.1,4.1,55558,1,executive assistant,3.4,Apple,3.5,3.3,Project Coordinator,2966
,MI,Troy,4.1,4.1,76484,1,,3.4,Apple,3.5,3.3,"Analyst, Financial Planning and Analysis",2967
,MI,Troy,4.1,4.1,154729,1,,3.4,Apple,3.5,3.3,Food Specialist,2968
software developer,MI,Troy,4.1,4.1,109496,1,software engineer,3.4,Apple,3.5,3.3,Mobile Developer,2969
prep cook,CA,Redwood City,4.1,4.1,45091,14,lead cook,3.4,Apple,3.5,3.3,Cook,2970
customer service representative,CA,Redwood City,4.1,4.1,34413,14,customer service,3.4,Apple,3.5,3.3,Host,2971
manager,CA,Redwood City,4.1,4.1,11520,14,,3.4,Apple,3.5,3.3,Server,2972
crew member,CA,Redwood City,4.1,4.1,35792,13,line cook,3.4,Apple,3.5,3.3,Dishwasher,2973
,CA,Redwood City,4.1,4.1,21392,10,,3.4,Apple,3.5,3.3,Genius,2974
manager,CA,Redwood City,4.1,4.1,30513,10,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,2975
customer service representative,CA,Redwood City,4.1,4.1,35961,9,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,2976
,CA,Redwood City,4.1,4.1,9245,8,,3.4,Apple,3.5,3.3,Apple Expert,2977
,CA,Redwood City,4.1,4.1,9259,8,,3.4,Apple,3.5,3.3,Apple Specialist,2978
project manager,CA,Redwood City,4.1,4.1,62619,8,business development manager,3.4,Apple,3.5,3.3,Business Specialist,2979
,CA,Redwood City,4.1,4.1,160696,8,,3.4,Apple,3.5,3.3,Apple Creative,2980
analyst,CA,Redwood City,4.1,4.1,30663,8,senior analyst,3.4,Apple,3.5,3.3,Specialist,2981
,CA,Redwood City,4.1,4.1,59883,8,,3.4,Apple,3.5,3.3,Creative,2982
administrative assistant,CA,Redwood City,4.1,4.1,10274,8,intern,3.4,Apple,3.5,3.3,Inventory Specialist,2983
,CA,Redwood City,4.1,4.1,605825,8,,3.4,Apple,3.5,3.3,Apple Business Specialist,2984
business analyst,CA,Redwood City,4.1,4.1,31973,8,contractor,3.4,Apple,3.5,3.3,Expert,2985
,CA,Redwood City,4.1,4.1,66972,8,,3.4,Apple,3.5,3.3,Apple Genius,2986
,CA,Redwood City,4.1,4.1,213919,7,,3.4,Apple,3.5,3.3,Ios Software Engineer,2987
,CA,Redwood City,4.1,4.1,2954898,6,,3.4,Apple,3.5,3.3,IT Service Desk Support,2988
manager,CA,Redwood City,4.1,4.1,64634,5,senior software engineer,3.4,Apple,3.5,3.3,Support Engineer,2989
technical inspector,CA,Redwood City,4.1,4.1,55608,5,legal secretary,3.4,Apple,3.5,3.3,Quality Assurance Representative,2990
senior engineer,CA,Redwood City,4.1,4.1,37773,5,manager,3.4,Apple,3.5,3.3,Project Engineer,2991
,CA,Redwood City,4.1,4.1,671517,4,,3.4,Apple,3.5,3.3,Retail Business Analyst,2992
,CA,Redwood City,4.1,4.1,521805,4,,3.4,Apple,3.5,3.3,Mac Technician,2993
,CA,Redwood City,4.1,4.1,1441185,4,,3.4,Apple,3.5,3.3,Sr Interactive Designer,2994
technical support analyst,CA,Redwood City,4.1,4.1,10944,3,account,3.4,Apple,3.5,3.3,IT Support Specialist,2995
,CA,Redwood City,4.1,4.1,20941,3,,3.4,Apple,3.5,3.3,Technical Solutions Engineer,2996
manager,CA,San Luis Obispo,4.1,4.1,11520,2,,3.4,Apple,3.5,3.3,Server,2997
prep cook,CA,San Luis Obispo,4.1,4.1,45091,2,lead cook,3.4,Apple,3.5,3.3,Cook,2998
customer service representative,CA,San Luis Obispo,4.1,4.1,34413,2,customer service,3.4,Apple,3.5,3.3,Host,2999
admission screener,CA,San Luis Obispo,4.1,4.1,6399,1,,3.4,Apple,3.5,3.3,Clinical Psychologist,3000
,CA,San Luis Obispo,4.1,4.1,160696,1,,3.4,Apple,3.5,3.3,Apple Creative,3001
open unit nurse,CA,San Luis Obispo,4.1,4.1,7350,1,operating room office nurse,3.4,Apple,3.5,3.3,Operating Room Nurse,3002
,CA,San Luis Obispo,4.1,4.1,21392,1,,3.4,Apple,3.5,3.3,Genius,3003
,CA,San Luis Obispo,4.1,4.1,605825,1,,3.4,Apple,3.5,3.3,Apple Business Specialist,3004
analyst,CA,San Luis Obispo,4.1,4.1,30663,1,senior analyst,3.4,Apple,3.5,3.3,Specialist,3005
business analyst,CA,San Luis Obispo,4.1,4.1,31973,1,contractor,3.4,Apple,3.5,3.3,Expert,3006
,CA,San Luis Obispo,4.1,4.1,9245,1,,3.4,Apple,3.5,3.3,Apple Expert,3007
,CA,San Luis Obispo,4.1,4.1,66972,1,,3.4,Apple,3.5,3.3,Apple Genius,3008
,CA,San Luis Obispo,4.1,4.1,9259,1,,3.4,Apple,3.5,3.3,Apple Specialist,3009
,CA,San Luis Obispo,4.1,4.1,59883,1,,3.4,Apple,3.5,3.3,Creative,3010
manager,CA,San Luis Obispo,4.1,4.1,30513,1,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,3011
customer service representative,CA,San Luis Obispo,4.1,4.1,35961,1,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,3012
administrative assistant,CA,San Luis Obispo,4.1,4.1,10274,1,intern,3.4,Apple,3.5,3.3,Inventory Specialist,3013
project manager,CA,San Luis Obispo,4.1,4.1,62619,1,business development manager,3.4,Apple,3.5,3.3,Business Specialist,3014
,MI,Ann Arbor,4.1,4.1,45550,2,,3.4,Apple,3.5,3.3,Credit Analyst I,3015
,MI,Ann Arbor,4.1,4.1,160696,1,,3.4,Apple,3.5,3.3,Apple Creative,3016
,MI,Ann Arbor,4.1,4.1,21392,1,,3.4,Apple,3.5,3.3,Genius,3017
,MI,Ann Arbor,4.1,4.1,605825,1,,3.4,Apple,3.5,3.3,Apple Business Specialist,3018
analyst,MI,Ann Arbor,4.1,4.1,30663,1,senior analyst,3.4,Apple,3.5,3.3,Specialist,3019
business analyst,MI,Ann Arbor,4.1,4.1,31973,1,contractor,3.4,Apple,3.5,3.3,Expert,3020
,MI,Ann Arbor,4.1,4.1,9245,1,,3.4,Apple,3.5,3.3,Apple Expert,3021
,MI,Ann Arbor,4.1,4.1,66972,1,,3.4,Apple,3.5,3.3,Apple Genius,3022
,MI,Ann Arbor,4.1,4.1,9259,1,,3.4,Apple,3.5,3.3,Apple Specialist,3023
,MI,Ann Arbor,4.1,4.1,59883,1,,3.4,Apple,3.5,3.3,Creative,3024
manager,MI,Ann Arbor,4.1,4.1,30513,1,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,3025
customer service representative,MI,Ann Arbor,4.1,4.1,35961,1,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,3026
administrative assistant,MI,Ann Arbor,4.1,4.1,10274,1,intern,3.4,Apple,3.5,3.3,Inventory Specialist,3027
project manager,MI,Ann Arbor,4.1,4.1,62619,1,business development manager,3.4,Apple,3.5,3.3,Business Specialist,3028
customer service representative,MN,Saint Paul,4.1,4.1,34413,38,customer service,3.4,Apple,3.5,3.3,Host,3029
prep cook,MN,Saint Paul,4.1,4.1,45091,38,lead cook,3.4,Apple,3.5,3.3,Cook,3030
manager,MN,Saint Paul,4.1,4.1,11520,37,,3.4,Apple,3.5,3.3,Server,3031
bus driver,MN,Saint Paul,4.1,4.1,57737,10,receptionist,3.4,Apple,3.5,3.3,Massage Therapist,3032
security guard,MN,Saint Paul,4.1,4.1,57255,6,medical assistant,3.4,Apple,3.5,3.3,Caregiver,3033
,MN,Saint Paul,4.1,4.1,21392,5,,3.4,Apple,3.5,3.3,Genius,3034
,MN,Saint Paul,4.1,4.1,9245,5,,3.4,Apple,3.5,3.3,Apple Expert,3035
,MN,Saint Paul,4.1,4.1,9259,5,,3.4,Apple,3.5,3.3,Apple Specialist,3036
project manager,MN,Saint Paul,4.1,4.1,62619,5,business development manager,3.4,Apple,3.5,3.3,Business Specialist,3037
,MN,Saint Paul,4.1,4.1,160696,5,,3.4,Apple,3.5,3.3,Apple Creative,3038
analyst,MN,Saint Paul,4.1,4.1,30663,5,senior analyst,3.4,Apple,3.5,3.3,Specialist,3039
manager,MN,Saint Paul,4.1,4.1,50838,5,,3.4,Apple,3.5,3.3,Sales Associate,3040
,MN,Saint Paul,4.1,4.1,605825,5,,3.4,Apple,3.5,3.3,Apple Business Specialist,3041
,MN,Saint Paul,4.1,4.1,59883,5,,3.4,Apple,3.5,3.3,Creative,3042
manager,MN,Saint Paul,4.1,4.1,30513,5,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,3043
customer service representative,MN,Saint Paul,4.1,4.1,35961,5,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,3044
business analyst,MN,Saint Paul,4.1,4.1,31973,5,contractor,3.4,Apple,3.5,3.3,Expert,3045
,MN,Saint Paul,4.1,4.1,66972,5,,3.4,Apple,3.5,3.3,Apple Genius,3046
administrative assistant,MN,Saint Paul,4.1,4.1,10274,5,intern,3.4,Apple,3.5,3.3,Inventory Specialist,3047
mobile developer,MN,Saint Paul,4.1,4.1,190122,3,software developer,3.4,Apple,3.5,3.3,IOS Developer,3048
sales associate,MN,Saint Paul,4.1,4.1,50687,3,assistant manager,3.4,Apple,3.5,3.3,Retail Sales Representative,3049
,MN,Saint Paul,4.1,4.1,8558,3,,3.4,Apple,3.5,3.3,.NET Developer,3050
,MN,Saint Paul,4.1,4.1,53405,3,,3.4,Apple,3.5,3.3,User Experience Architect,3051
,MN,Saint Paul,4.1,4.1,13495,3,,3.4,Apple,3.5,3.3,Membership Sales Representative,3052
account executive,MN,Saint Paul,4.1,4.1,50274,3,account manager,3.4,Apple,3.5,3.3,Retail Sales Associate,3053
rn case mgr,MN,Saint Paul,4.1,4.1,157863,3,principal credentialed optime trainer,3.4,Apple,3.5,3.3,RN Consultant,3054
,MN,Saint Paul,4.1,4.1,82046,3,,3.4,Apple,3.5,3.3,Counselor Student Support Services,3055
business manager,MN,Saint Paul,4.1,4.1,41297,2,physician assistant primary care,3.4,Apple,3.5,3.3,Physician Assistant,3056
,MN,Saint Paul,4.1,4.1,186049,2,,3.4,Apple,3.5,3.3,Part Time Administrative Assistant,3057
technical support analyst,MN,Saint Paul,4.1,4.1,10944,2,account,3.4,Apple,3.5,3.3,IT Support Specialist,3058
adult nurse practitioner,MN,Saint Paul,4.1,4.1,52998,2,clinical instructor,3.4,Apple,3.5,3.3,Nurse Practitioner,3059
customer service representative,IL,Schaumburg,4.1,4.1,35961,10,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,3060
,IL,Schaumburg,4.1,4.1,21392,8,,3.4,Apple,3.5,3.3,Genius,3061
,IL,Schaumburg,4.1,4.1,9245,8,,3.4,Apple,3.5,3.3,Apple Expert,3062
,IL,Schaumburg,4.1,4.1,9259,8,,3.4,Apple,3.5,3.3,Apple Specialist,3063
project manager,IL,Schaumburg,4.1,4.1,62619,8,business development manager,3.4,Apple,3.5,3.3,Business Specialist,3064
,IL,Schaumburg,4.1,4.1,160696,8,,3.4,Apple,3.5,3.3,Apple Creative,3065
analyst,IL,Schaumburg,4.1,4.1,30663,8,senior analyst,3.4,Apple,3.5,3.3,Specialist,3066
,IL,Schaumburg,4.1,4.1,605825,8,,3.4,Apple,3.5,3.3,Apple Business Specialist,3067
,IL,Schaumburg,4.1,4.1,59883,8,,3.4,Apple,3.5,3.3,Creative,3068
manager,IL,Schaumburg,4.1,4.1,30513,8,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,3069
business analyst,IL,Schaumburg,4.1,4.1,31973,8,contractor,3.4,Apple,3.5,3.3,Expert,3070
,IL,Schaumburg,4.1,4.1,66972,8,,3.4,Apple,3.5,3.3,Apple Genius,3071
administrative assistant,IL,Schaumburg,4.1,4.1,10274,8,intern,3.4,Apple,3.5,3.3,Inventory Specialist,3072
,IL,Schaumburg,4.1,4.1,110070,5,,3.4,Apple,3.5,3.3,Operations Support Engineer,3073
,IL,Schaumburg,4.1,4.1,463296,5,,3.4,Apple,3.5,3.3,IOS Architect,3074
,IL,Schaumburg,4.1,4.1,118434,5,,3.4,Apple,3.5,3.3,Mobile Software Engineer,3075
,IL,Schaumburg,4.1,4.1,708306,4,,3.4,Apple,3.5,3.3,Field Training Supervisor,3076
manager,IL,Schaumburg,4.1,4.1,50838,4,,3.4,Apple,3.5,3.3,Sales Associate,3077
,IL,Schaumburg,4.1,4.1,4279,4,,3.4,Apple,3.5,3.3,Software Engineer,3078
district sales manager,IL,Schaumburg,4.1,4.1,20891,3,manager,3.4,Apple,3.5,3.3,Technical Sales Representative,3079
,IL,Schaumburg,4.1,4.1,688526,3,,3.4,Apple,3.5,3.3,Pre-Sales Solutions Associate,3080
receptionist,IL,Schaumburg,4.1,4.1,59678,3,customer service representative,3.4,Apple,3.5,3.3,Customer Care Agent,3081
revenue manager,IL,Schaumburg,4.1,4.1,28000,3,financial analyst,3.4,Apple,3.5,3.3,Revenue Analyst,3082
,IL,Schaumburg,4.1,4.1,1513210,3,,3.4,Apple,3.5,3.3,Risk Revenue Analyst,3083
supervisor,IL,Schaumburg,4.1,4.1,22582,2,technical writer,3.4,Apple,3.5,3.3,Help Desk Agent,3084
mobile developer,IL,Schaumburg,4.1,4.1,190122,2,software developer,3.4,Apple,3.5,3.3,IOS Developer,3085
technical writer contracted,IL,Schaumburg,4.1,4.1,58559,2,instructional designer,3.4,Apple,3.5,3.3,Technical Writer,3086
physical therapist aide,IL,Schaumburg,4.1,4.1,2507,2,student physical therapist,3.4,Apple,3.5,3.3,Physical Therapist,3087
,IL,Schaumburg,4.1,4.1,183595,2,,3.4,Apple,3.5,3.3,Software Quality Assurance (SQA) Engineer,3088
customer service representative,CT,Stamford,4.1,4.1,35961,4,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,3089
,CT,Stamford,4.1,4.1,160696,3,,3.4,Apple,3.5,3.3,Apple Creative,3090
programmer,CT,Stamford,4.1,4.1,19070,3,infrastructure analyst,3.4,Apple,3.5,3.3,Linux Systems Administrator,3091
,CT,Stamford,4.1,4.1,21392,3,,3.4,Apple,3.5,3.3,Genius,3092
,CT,Stamford,4.1,4.1,605825,3,,3.4,Apple,3.5,3.3,Apple Business Specialist,3093
analyst,CT,Stamford,4.1,4.1,30663,3,senior analyst,3.4,Apple,3.5,3.3,Specialist,3094
business analyst,CT,Stamford,4.1,4.1,31973,3,contractor,3.4,Apple,3.5,3.3,Expert,3095
,CT,Stamford,4.1,4.1,9245,3,,3.4,Apple,3.5,3.3,Apple Expert,3096
,CT,Stamford,4.1,4.1,66972,3,,3.4,Apple,3.5,3.3,Apple Genius,3097
,CT,Stamford,4.1,4.1,9259,3,,3.4,Apple,3.5,3.3,Apple Specialist,3098
,CT,Stamford,4.1,4.1,59883,3,,3.4,Apple,3.5,3.3,Creative,3099
manager,CT,Stamford,4.1,4.1,30513,3,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,3100
administrative assistant,CT,Stamford,4.1,4.1,10274,3,intern,3.4,Apple,3.5,3.3,Inventory Specialist,3101
project manager,CT,Stamford,4.1,4.1,62619,3,business development manager,3.4,Apple,3.5,3.3,Business Specialist,3102
manager,CT,Stamford,4.1,4.1,50838,3,,3.4,Apple,3.5,3.3,Sales Associate,3103
,CT,Stamford,4.1,4.1,70069,1,,3.4,Apple,3.5,3.3,Apple Retail,3104
supervisor,CT,Stamford,4.1,4.1,4660,1,theraplay therapist,3.4,Apple,3.5,3.3,Special Education Teacher,3105
account executive,CT,Stamford,4.1,4.1,36697,1,,3.4,Apple,3.5,3.3,Elementary Teacher,3106
technical support analyst,CT,Stamford,4.1,4.1,10944,1,account,3.4,Apple,3.5,3.3,IT Support Specialist,3107
,CT,Stamford,4.1,4.1,13710,1,,3.4,Apple,3.5,3.3,MAth/Science Teacher,3108
customer service representative,CT,Danbury,4.1,4.1,35961,4,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,3109
,CT,Danbury,4.1,4.1,160696,3,,3.4,Apple,3.5,3.3,Apple Creative,3110
programmer,CT,Danbury,4.1,4.1,19070,3,infrastructure analyst,3.4,Apple,3.5,3.3,Linux Systems Administrator,3111
,CT,Danbury,4.1,4.1,21392,3,,3.4,Apple,3.5,3.3,Genius,3112
,CT,Danbury,4.1,4.1,605825,3,,3.4,Apple,3.5,3.3,Apple Business Specialist,3113
analyst,CT,Danbury,4.1,4.1,30663,3,senior analyst,3.4,Apple,3.5,3.3,Specialist,3114
business analyst,CT,Danbury,4.1,4.1,31973,3,contractor,3.4,Apple,3.5,3.3,Expert,3115
,CT,Danbury,4.1,4.1,9245,3,,3.4,Apple,3.5,3.3,Apple Expert,3116
,CT,Danbury,4.1,4.1,66972,3,,3.4,Apple,3.5,3.3,Apple Genius,3117
,CT,Danbury,4.1,4.1,9259,3,,3.4,Apple,3.5,3.3,Apple Specialist,3118
,CT,Danbury,4.1,4.1,59883,3,,3.4,Apple,3.5,3.3,Creative,3119
manager,CT,Danbury,4.1,4.1,30513,3,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,3120
administrative assistant,CT,Danbury,4.1,4.1,10274,3,intern,3.4,Apple,3.5,3.3,Inventory Specialist,3121
project manager,CT,Danbury,4.1,4.1,62619,3,business development manager,3.4,Apple,3.5,3.3,Business Specialist,3122
manager,CT,Danbury,4.1,4.1,50838,3,,3.4,Apple,3.5,3.3,Sales Associate,3123
,CT,Danbury,4.1,4.1,70069,1,,3.4,Apple,3.5,3.3,Apple Retail,3124
supervisor,CT,Danbury,4.1,4.1,4660,1,theraplay therapist,3.4,Apple,3.5,3.3,Special Education Teacher,3125
account executive,CT,Danbury,4.1,4.1,36697,1,,3.4,Apple,3.5,3.3,Elementary Teacher,3126
technical support analyst,CT,Danbury,4.1,4.1,10944,1,account,3.4,Apple,3.5,3.3,IT Support Specialist,3127
,CT,Danbury,4.1,4.1,13710,1,,3.4,Apple,3.5,3.3,MAth/Science Teacher,3128
manager,MA,Holyoke,4.1,4.1,11520,6,,3.4,Apple,3.5,3.3,Server,3129
prep cook,MA,Holyoke,4.1,4.1,45091,6,lead cook,3.4,Apple,3.5,3.3,Cook,3130
customer service representative,MA,Holyoke,4.1,4.1,34413,6,customer service,3.4,Apple,3.5,3.3,Host,3131
customer service representative,MA,Holyoke,4.1,4.1,35961,2,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,3132
,MA,Holyoke,4.1,4.1,160696,1,,3.4,Apple,3.5,3.3,Apple Creative,3133
,MA,Holyoke,4.1,4.1,21392,1,,3.4,Apple,3.5,3.3,Genius,3134
,MA,Holyoke,4.1,4.1,605825,1,,3.4,Apple,3.5,3.3,Apple Business Specialist,3135
