state,city,company
CA,San Jose,Broadcom
CA,Sunnyvale,Broadcom
CA,Irvine,Broadcom
CA,Santa Clara,Broadcom
MA,Andover,Broadcom
CO,Fort Collins,Broadcom
NC,Durham,Broadcom
TX,Austin,Broadcom
CA,Sacramento,Broadcom
AZ,Phoenix,Broadcom
CO,Colorado Springs,Broadcom
GA,Atlanta,Broadcom
PA,King of Prussia,Broadcom
AL,Huntsville,Broadcom
CA,San Mateo,Broadcom
DC,Washington,Broadcom
TX,Dallas,Broadcom
IL,Schaumburg,Broadcom
CA,Oakland,Broadcom
CA,Newark,Broadcom
CA,San Diego,Broadcom
CA,Palo Alto,Broadcom
NC,Raleigh,Broadcom
CA,Petaluma,Broadcom
GA,Norcross,Broadcom
CA,Santa Clara,Apple
NY,New York,Apple
CA,San Francisco,Apple
TX,Austin,Apple
IL,Chicago,Apple
MN,Apple Valley,Apple
CA,Los Angeles,Apple
KY,Louisville,Apple
DE,Wilmington,Apple
GA,Atlanta,Apple
MA,Boston,Apple
WA,Seattle,Apple
MO,Kansas City,Apple
DC,Washington,Apple
SC,Greenville,Apple
CA,Apple Valley,Apple
CA,Sacramento,Apple
TX,Dallas,Apple
CA,San Diego,Apple
TX,Houston,Apple
CA,Palo Alto,Apple
NV,Las Vegas,Apple
PA,Pittsburgh,Apple
CA,San Jose,Apple
NC,Raleigh,Apple
MN,Minneapolis,Apple
SC,Columbia,Apple
AZ,Phoenix,Apple
NC,Charlotte,Apple
FL,Miami,Apple
NV,Reno,Apple
NC,Asheville,Apple
PA,Philadelphia,Apple
OK,Oklahoma City,Apple
SC,Charleston,Apple
VA,Arlington,Apple
OH,Cincinnati,Apple
FL,Orlando,Apple
OH,Columbus,Apple
TN,Nashville,Apple
CO,Denver,Apple
OR,Portland,Apple
IN,Indianapolis,Apple
OK,Tulsa,Apple
TX,Plano,Apple
CA,Cupertino,Apple
VA,Richmond,Apple
CO,Colorado Springs,Apple
UT,Salt Lake City,Apple
MA,Cambridge,Apple
FL,Tampa,Apple
TX,San Antonio,Apple
FL,Jacksonville,Apple
CA,Culver City,Apple
NY,Buffalo,Apple
AZ,Mesa,Apple
CA,Irvine,Apple
CA,Emeryville,Apple
NJ,Cherry Hill,Apple
MO,Saint Louis,Apple
NC,Greensboro,Apple
NC,Durham,Apple
AR,Little Rock,Apple
WA,Bellevue,Apple
AZ,Scottsdale,Apple
CA,Fresno,Apple
MD,Bethesda,Apple
WA,Spokane,Apple
CA,Santa Monica,Apple
ID,Boise,Apple
GA,Augusta,Apple
PA,Horsham,Apple
LA,Baton Rouge,Apple
DE,Newark,Apple
VA,McLean,Apple
VA,Fairfax,Apple
TX,Fort Worth,Apple
CA,Mountain View,Apple
CA,Pleasanton,Apple
WI,Madison,Apple
MD,Columbia,Apple
NY,Albany,Apple
MN,Bloomington,Apple
CO,Boulder,Apple
WA,Tacoma,Apple
CA,Santa Rosa,Apple
VA,Reston,Apple
NV,Henderson,Apple
ME,South Portland,Apple
MI,Novi,Apple
NM,Albuquerque,Apple
NH,Nashua,Apple
NE,Omaha,Apple
AL,Huntsville,Apple
NC,Kinston,Apple
CA,San Mateo,Apple
CA,Bakersfield,Apple
NY,Syracuse,Apple
HI,Honolulu,Apple
AL,Birmingham,Apple
GA,Alpharetta,Apple
AZ,Tucson,Apple
NC,Garner,Apple
AZ,Chandler,Apple
CA,Alameda,Apple
TN,Knoxville,Apple
KY,Lexington-Fayette,Apple
RI,Providence,Apple
CA,Northridge,Apple
OH,Akron,Apple
CO,Broomfield,Apple
CO,Littleton,Apple
VA,Norfolk,Apple
NJ,Atlantic City,Apple
NC,Fayetteville,Apple
MI,Troy,Apple
CA,Redwood City,Apple
CA,San Luis Obispo,Apple
MI,Ann Arbor,Apple
IL,Schaumburg,Apple
CT,Stamford,Apple
CT,Danbury,Apple
MA,Holyoke,Apple
MI,Grand Rapids,Apple
FL,Fort Lauderdale,Apple
CA,Sunnyvale,Apple
CA,Walnut Creek,Apple
SC,Simpsonville,Apple
AK,Anchorage,Apple
IL,Naperville,Apple
MN,Saint Paul,Apple
CA,Palm Desert,Apple
CA,Temecula,Apple
WA,Tukwila,Apple
CA,Escondido,Apple
PA,Newtown Square,Apple
CT,Greenwich,Apple
WA,Lynnwood,Apple
MN,Roseville,Apple
CA,Rancho Cucamonga,Apple
CA,Chula Vista,Apple
TX,Southlake,Apple
NJ,Edison,Apple
MA,Burlington,Apple
FL,Palm Beach Gardens,Apple
SC,Summerville,Apple
CA,Cerritos,Apple
PA,King of Prussia,Apple
NY,White Plains,Apple
NJ,Bridgewater,Apple
FL,Brandon,Apple
FL,Naples,Apple
CA,Costa Mesa,Apple
CA,Berkeley,Apple
CA,Manhattan Beach,Apple
TX,El Paso,Apple
TX,Frisco,Apple
NJ,Freehold,Apple
NJ,Short Hills,Apple
MA,Dedham,Apple
NC,Concord,Apple
CA,Pasadena,Apple
NY,Staten Island,Apple
NJ,Paramus,Apple
MN,Edina,Apple
MA,Peabody,Apple
WA,Vancouver,Apple
CA,Los Gatos,Apple
WI,Wauwatosa,Apple
CA,Santa Barbara,Apple
CO,Lone Tree,Apple
CA,Eureka,Apple
CA,Roseville,Apple
CA,Monterey,Apple
CA,Glendale,Apple
PA,Willow Grove,Apple
PA,Lancaster,Apple
OH,Westlake,Apple
NY,Yonkers,Apple
MD,Towson,Apple
UT,Murray,Apple
NJ,Wayne,Apple
TN,Franklin,Apple
MD,Annapolis,Apple
NJ,Marlton,Apple
TX,Sugar Land,Apple
FL,Wellington,Apple
MA,Chestnut Hill,Apple
LA,Metairie,Apple
FL,Boca Raton,Apple
SC,Spartanburg,Apple
IL,Orland Park,Apple
IL,Northbrook,Apple
NH,Salem,Apple
AZ,Glendale,Apple
CA,Valencia,Apple
MN,Minnetonka,Apple
CA,Modesto,Apple
CA,Simi Valley,Apple
IL,Skokie,Apple
CA,Sherman Oaks,Apple
CT,New Haven,Apple
NY,Victor,Apple
TX,The Woodlands,Apple
TX,Friendswood,Apple
FL,Estero,Apple
NY,Nanuet,Apple
NY,Manhasset,Apple
NY,Lake Grove,Apple
NY,Huntington Station,Apple
NY,Garden City,Apple
NJ,Woodcliff Lake,Apple
TN,Germantown,Apple
NJ,Rockaway,Apple
NJ,Moorestown,Apple
FL,Italia,Apple
IL,Deer Park,Apple
IA,West Des Moines,Apple
FL,Aventura,Apple
MA,Natick,Apple
MA,Hingham,Apple
MA,Braintree,Apple
MI,Clinton Township,Apple
UT,Farmington,Apple
FL,Altamonte Springs,Apple
FL,Miami Beach,Apple
OR,Tigard,Apple
WI,Glendale,Apple
PA,Whitehall,Apple
IL,Oak Brook,Apple
CA,Thousand Oaks,Apple
GA,Buford,Apple
AZ,Gilbert,Apple
KS,Leawood,Apple
CA,Brea,Apple
CA,Canoga Park,Apple
CA,Carlsbad,Apple
CA,Mission Viejo,Apple
CA,Newport Beach,Apple
CA,Burlingame,Apple
CA,Corte Madera,Apple
PA,Ardmore,Apple
IN,Mishawaka,Apple
OH,Woodmere,Apple
VA,Woodbridge,Apple
CT,Farmington,Apple
MS,Ridgeland,Apple
SC,Gaffney,Apple
AZ,Yuma,Apple
KS,Kansas City,Apple
WV,Martinsburg,Apple
MO,Columbia,Apple
KS,Overland Park,Apple
MD,Baltimore,Apple
ME,Augusta,Apple
NC,Winston-Salem,Apple
SC,Rock Hill,Apple
SC,Aiken,Apple
NC,Clemmons,Apple
KS,Olathe,Apple
OH,Cleveland,Apple
MT,Bozeman,Apple
OR,Salem,Apple
CA,Riverside,Apple
CA,Fremont,Apple
IN,Evansville,Apple
NJ,Mount Laurel,Apple
NJ,Vineland,Apple
ME,Portland,Apple
GA,Germany,Apple
GA,Macon,Apple
TX,Addison,Apple
NJ,Swedesboro,Apple
MO,Springfield,Apple
SC,Sumter,Apple
SC,Lancaster,Apple
IN,Seymour,Apple
CO,Aurora,Apple
NY,Cooperstown,Apple
NY,Brooklyn,Apple
MA,Uxbridge,Apple
GA,Savannah,Apple
VA,Alexandria,Apple
ME,Brunswick,Apple
PA,Reading,Apple
SC,Myrtle Beach,Apple
AZ,Tempe,Apple
PA,Fort Washington,Apple
PA,Newtown,Apple
KY,Radcliff,Apple
VA,Winchester,Apple
OK,Broken Arrow,Apple
MD,Hanover,Apple
ME,Auburn,Apple
PA,Leesport,Apple
MO,Lees Summit,Apple
AR,Hot Springs National Park,Apple
SC,Greer,Apple
NC,Burlington,Apple
GA,Toccoa,Apple
CO,Englewood,Apple
MD,Elkton,Apple
SC,Beaufort,Apple
CA,Woodland Hills,Apple
KS,Lawrence,Apple
PA,Doylestown,Apple
IN,Terre Haute,Apple
VA,Ashburn,Apple
NJ,Basking Ridge,Apple
ME,Poland,Apple
NC,Maiden,Apple
NC,Greenville,Apple
SC,Greenwood,Apple
MN,Shakopee,Apple
CA,Oakland,Apple
IN,Clarksville,Apple
PA,Norristown,Apple
TX,Grapevine,Apple
TX,Irving,Apple
NJ,Palmyra,Apple
NJ,Paulsboro,Apple
NJ,Burlington,Apple
PA,Shoemakersville,Apple
SC,"Boiling Springs, Barnwell",Apple
ME,Kennebunk,Apple
SC,Anderson,Apple
NC,Wilmington,Apple
NC,Jacksonville,Apple
MN,Eagan,Apple
MI,Auburn Hills,Apple
SC,Easley,Apple
KY,La Grange,Apple
CA,San Bernardino,Apple
WI,Milwaukee,Apple
PA,Pottstown,Apple
PA,Quakertown,Apple
VA,Ashland,Apple
VA,Hopewell,Apple
VA,Chester,Apple
VA,Charles City,Apple
VA,Powhatan,Apple
VA,Mechanicsville,Apple
VA,Midlothian,Apple
VA,Petersburg,Apple
MD,Hagerstown,Apple
MD,North East,Apple
MD,Ellicott City,Apple
MD,Dundalk,Apple
ME,Waterville,Apple
PA,Morgantown,Apple
PA,Fleetwood,Apple
PA,Douglassville,Apple
PA,Limekiln,Apple
PA,Kutztown,Apple
IL,Elk Grove Village,Apple
ME,Windham,Apple
PA,Port Clinton,Apple
NC,Wake Forest,Apple
MN,Woodbury,Apple
MA,Ayer,Apple
FL,Tallahassee,Apple
NC,Albemarle,Apple
IL,Champaign,Apple
PA,Gilbertsville,Apple
PA,Lansdale,Apple
PA,Levittown,Apple
PA,Bristol,Apple
PA,Manheim,Apple
PA,Ephrata,Apple
PA,Lebanon,Apple
PA,Cornwall,Apple
PA,Hershey,Apple
NC,Fuquay-Varina,Apple
TX,Arlington,Apple
ME,Biddeford,Apple
ME,Bangor,Apple
AR,Rogers,Apple
ID,Meridian,Apple
NC,Boone,Apple
GA,Columbus,Apple
VA,"Tysons Corner, Fairfax",Apple
NH,Manchester,Apple
ME,Bridgton,Apple
NJ,Voorhees,Apple
NJ,Princeton,Apple
NC,Leland,Apple
NC,Salisbury,Apple
NC,Sanford,Apple
WA,Redmond,Apple
WA,Kent,Apple
MI,Detroit,Apple
TX,Villa Espana Colonia,Apple
MI,Lansing,Apple
SC,Florence,Apple
SC,North Charleston,Apple
SC,Murrells Inlet,Apple
OR,Beaverton,Apple
NH,Portsmouth,Apple
NC,Pineville,Apple
NH,Concord,Apple
MN,Rochester,Apple
OR,Eugene,Apple
IN,Fishers,Apple
OK,Muskogee,Apple
NJ,Newark,Apple
NJ,Hoboken,Apple
ME,Lewiston,Apple
ME,Sanford,Apple
MO,Sedalia,Apple
WA,Puyallup,Apple
NC,Knightdale,Apple
MA,Springfield,Apple
NC,Roanoke Rapids,Apple
NC,Morehead City,Apple
NC,High Point,Apple
MN,"Oak Park Heights, Washington",Apple
WA,Everett,Apple
SC,Moncks Corner,Apple
OH,Mansfield,Apple
NC,Monroe,Apple
NC,Hendersonville,Apple
OR,Corvallis,Apple
CA,Redlands,Apple
CA,El Cajon,Apple
CA,City of Industry,Apple
CA,Hayward,Apple
MN,Burnsville,Apple
CA,Menlo Park,Apple
IN,New Albany,Apple
VA,Herndon,Apple
CO,Pueblo,Apple
NE,Lincoln,Apple
NY,Long Island City,Apple
NY,Farmingdale,Apple
NJ,Jersey City,Apple
ME,Gardiner,Apple
WA,Wenatchee,Apple
MN,Blaine,Apple
SC,Hartsville,Apple
SC,Orangeburg,Apple
SC,Seneca,Apple
CA,Visalia,Apple
CA,Coalinga,Apple
CA,Anaheim,Apple
CA,Orange,Apple
IN,Princeton,Apple
SD,Sioux Falls,Apple
IN,Greenwood,Apple
IN,Carmel,Apple
CO,Greeley,Apple
WV,Morgantown,Apple
NJ,Monroe Township,Apple
ME,Oxford,Apple
PA,State College,Apple
IN,Bloomington,Apple
NC,Lexington,Apple
ME,Bethel,Apple
AR,Benton,Apple
MA,Needham,Apple
NC,Hickory,Apple
NC,Goldsboro,Apple
MO,Jefferson City,Apple
MO,Chillicothe,Apple
SC,Lexington,Apple
CA,Petaluma,Apple
NH,Berlin,Apple
NH,Tilton,Apple
CA,Victorville,Apple
NM,Rio Rancho,Apple
MN,Duluth,Apple
KS,Shawnee,Apple
SD,Rapid City,Apple
CO,Centennial,Apple
OK,Mustang,Apple
CO,Fort Collins,Apple
ME,South Paris,Apple
MA,Worcester,Apple
NC,Wilson,Apple
WA,Chelan,Apple
NC,Smithfield,Apple
NC,Wilkesboro,Apple
MA,Raynham,Apple
MO,Harrisonville,Apple
MA,Quincy,Apple
MO,Independence,Apple
MO,Lebanon,Apple
MO,Blue Springs,Apple
FL,Vero Beach,Apple
MO,Osage Beach,Apple
SC,West Columbia,Apple
CA,Stockton,Apple
SC,"North Myrtle Beach, Horry",Apple
NH,Keene,Apple
MN,Lakeville,Apple
GA,Evans,Apple
CA,El Centro,Apple
KS,Lenexa,Apple
CA,El Segundo,Apple
KS,Pittsburg,Apple
CA,Long Beach,Apple
CA,Belmont,Apple
MN,Mankato,Apple
IN,Fort Wayne,Apple
ND,Fargo,Apple
IN,Jasper,Apple
IN,Lafayette,Apple
OH,Stow,Apple
CO,Longmont,Apple
CA,Fountain Valley,Apple
OK,Stillwater,Apple
NY,Rochester,Apple
NJ,North Bergen,Apple
TN,Cordova,Apple
UT,Cottonwood Heights,Apple
MD,Annapolis Junction,Apple
AL,Auburn,Apple
NC,Rocky Mount,Apple
NC,Shelby,Apple
WA,Renton,Apple
MO,Warrensburg,Apple
MO,Nixa,Apple
MA,Waltham,Apple
MN,Maple Grove,Apple
MO,Excelsior Springs,Apple
MO,Grandview,Apple
ID,Idaho Falls,Apple
MO,Belton,Apple
MO,Joplin,Apple
MO,Branson,Apple
WA,Auburn,Apple
WA,Olympia,Apple
MI,Kalamazoo,Apple
CA,Union City,Apple
SC,Conway,Apple
PA,Altoona,Apple
CA,Vacaville,Apple
VA,Tuckahoe,Apple
VT,Burlington,Apple
OR,Prineville,Apple
NC,Matthews,Apple
NH,West Lebanon,Apple
KY,Madisonville,Apple
GA,Norcross,Apple
IL,Effingham,Apple
CA,Camarillo,Apple
CA,Napa,Apple
IL,Danville,Apple
MN,Saint Cloud,Apple
CA,Corona,Apple
CO,Lakewood,Apple
KY,Owensboro,Apple
KS,Leavenworth,Apple
CA,Rocklin,Apple
KS,Paola,Apple
KS,Ottawa,Apple
KS,Mission,Apple
CA,San Marcos,Apple
CA,Santa Ana,Apple
WI,Menomonie,Apple
DE,Dover,Apple
DE,New Castle,Apple
PA,Chadds Ford,Apple
IN,Vincennes,Apple
KY,Henderson,Apple
OK,Edmond,Apple
OH,Independence,Apple
NV,North Las Vegas,Apple
GA,Garden City,Apple
NV,Carson City,Apple
NJ,Holmdel,Apple
TN,Memphis,Apple
ME,Brewer,Apple
ME,Orland,Apple
IN,Anderson,Apple
PA,Washington,Apple
MA,Leominster,Apple
NC,Statesville,Apple
NC,Aberdeen,Apple
MA,Greenfield,Apple
NC,New Bern,Apple
NC,Morganton,Apple
AR,North Little Rock,Apple
MT,Billings,Apple
MO,Marshall,Apple
MN,Plymouth,Apple
MN,New Hope,Apple
ID,Nampa,Apple
MA,Chelmsford,Apple
ID,Twin Falls,Apple
MI,Canton,Apple
LA,New Orleans,Apple
FL,Pensacola,Apple
PA,Wyomissing,Apple
MO,Clinton,Apple
CA,Campbell,Apple
CA,San Rafael,Apple
CA,Fairfield,Apple
OH,Sandusky,Apple
NH,Dover,Apple
OR,Happy Valley,Apple
MN,Rogers,Apple
MN,Rosemount,Apple
OH,Youngstown,Apple
RI,Westerly,Apple
MN,Owatonna,Apple
CA,Chino,Apple
CA,Moreno Valley,Apple
CA,Montclair,Apple
CO,Grand Junction,Apple
CA,Ontario,Apple
MN,Bemidji,Apple
CA,Compton,Apple
NM,Gallup,Apple
CA,Livermore,Apple
IN,Kokomo,Apple
OK,Enid,Apple
CO,Arvada,Apple
CO,Westminster,Apple
OH,Mentor,Apple
NV,Sparks,Apple
IA,Waterloo,Apple
IA,Cedar Falls,Apple
NJ,Howell,Apple
ME,Cornish,Apple
ME,Gorham,Apple
NJ,Old Bridge,Apple
NJ,Piscataway,Apple
ME,Wilton,Apple
ME,Mexico,Apple
MA,Dorchester,Apple
IL,Rosemont,Apple
ME,Thomaston,Apple
ME,Yarmouth,Apple
AL,Phenix City,Apple
MO,OFallon,Apple
MA,Hadley,Apple
MA,Westfield,Apple
MA,Fall River,Apple
MA,Pittsfield,Apple
ME,Farmington,Apple
ME,Fairfield,Apple
MA,Woburn,Apple
MN,Brooklyn Center,Apple
MN,Coon Rapids,Apple
MN,West Saint Paul,Apple
NC,Chapel Hill,Apple
MI,Dearborn,Apple
FL,Sarasota,Apple
FL,Melbourne,Apple
WA,Bothell,Apple
MI,Muskegon,Apple
UT,Provo,Apple
WA,Federal Way,Apple
FL,Gainesville,Apple
CA,Watsonville,Apple
CA,Rohnert Park,Apple
CA,Lompoc,Apple
OH,Dayton,Apple
CA,Windsor,Apple
CA,Lodi,Apple
CA,Vallejo,Apple
CA,Yuba City,Apple
NH,Epping,Apple
VT,Rutland,Apple
GA,Athens,Apple
OH,Wooster,Apple
NH,Holderness,Apple
NH,Gilford,Apple
MN,New Ulm,Apple
RI,Woonsocket,Apple
CA,Cathedral City,Apple
CA,Fontana,Apple
CA,Murrieta,Apple
CA,Rancho Mirage,Apple
CA,Auburn,Apple
NM,Farmington,Apple
IL,Rockford,Apple
CA,Fortuna,Apple
MN,Austin,Apple
NM,Clovis,Apple
CA,Davis,Apple
CA,Elk Grove,Apple
NM,Los Lunas,Apple
CA,Azusa,Apple
CA,Woodland,Apple
NM,Alamogordo,Apple
CA,South Lake Tahoe,Apple
CA,Burbank,Apple
NM,Santa Fe,Apple
CA,Huntington Beach,Apple
CA,Antioch,Apple
CA,Dublin,Apple
NM,Hobbs,Apple
MN,Delano,Apple
MN,Eden Prairie,Apple
MN,Buffalo,Apple
MN,Marshall,Apple
CA,Pinole,Apple
CA,San Dimas,Apple
CA,Gold River,Apple
CA,Cameron Park,Apple
CA,Citrus Heights,Apple
IN,Columbus,Apple
PA,Cranberry Twp,Apple
UT,Saint George,Apple
IN,Noblesville,Apple
IN,Muncie,Apple
ME,Arundel,Apple
PA,Collegeville,Apple
PA,Dresher,Apple
IN,West Lafayette,Apple
OK,Moore,Apple
OH,Macedonia,Apple
OH,Middleburg Heights,Apple
OH,North Canton,Apple
OK,Norman,Apple
NY,Poughkeepsie,Apple
NY,Newburgh,Apple
OH,Lorain,Apple
OK,Owasso,Apple
OH,Willoughby,Apple
CT,Hartford,Apple
PA,Harrisburg,Apple
CO,Montrose,Apple
NJ,Franklin Lakes,Apple
NY,Suffern,Apple
NJ,Hammonton,Apple
DE,Camden,Apple
WV,Fairmont,Apple
TN,Chattanooga,Apple
TX,Brenham,Apple
NJ,Bogota,Apple
NY,Carmel,Apple
NJ,Turnersville,Apple
NJ,Mays Landing,Apple
NJ,Somers Point,Apple
NJ,Tinton Falls,Apple
ME,Bath,Apple
ME,Gray,Apple
TN,Brentwood,Apple
VT,Berlin,Apple
ME,Waldoboro,Apple
ME,West Paris,Apple
NJ,Pennsville,Apple
NY,North Tonawanda,Apple
NJ,Somerdale,Apple
NJ,Sicklerville,Apple
NJ,Audubon,Apple
NY,Saratoga Springs,Apple
TX,Paris,Apple
AL,Oxford,Apple
PA,Uniontown,Apple
PA,Tarentum,Apple
ME,Westbrook,Apple
MA,Sturbridge,Apple
MA,Auburn,Apple
WA,Walla Walla,Apple
NC,Mooresville,Apple
MA,Millbury,Apple
MA,Milford,Apple
MA,Northborough,Apple
WA,University Place,Apple
WA,Marysville,Apple
WA,Lakewood,Apple
MA,North Dartmouth,Apple
MA,North Attleboro,Apple
ME,Bar Harbor,Apple
MA,Chicopee,Apple
MA,Seekonk,Apple
MA,Walpole,Apple
MA,Tewksbury,Apple
MN,Fridley,Apple
MN,Brooklyn Park,Apple
MA,Saugus,Apple
MA,Hudson,Apple
ID,Garden City,Apple
MA,Haverhill,Apple
MA,Framingham,Apple
MA,Danvers,Apple
ID,Lewiston,Apple
ID,Moscow,Apple
ID,Pocatello,Apple
ID,Rexburg,Apple
PA,Mc Murray,Apple
IN,Speedway,Apple
WA,Sequim,Apple
WA,Bonney Lake,Apple
WA,Gig Harbor,Apple
WA,Longview,Apple
WA,Burlington,Apple
WA,Oak Harbor,Apple
WA,Lacey,Apple
FL,West Palm Beach,Apple
WA,Silverdale,Apple
WA,Chehalis,Apple
WA,Pasco,Apple
WA,Kennewick,Apple
WA,Richland,Apple
WA,Bellingham,Apple
MN,Grand Rapids,Apple
OH,Reynoldsburg,Apple
CA,South San Francisco,Apple
RI,South Kingstown,Apple
CA,Paso Robles,Apple
CA,Santa Maria,Apple
GA,Flemington,Apple
CA,Porterville,Apple
OH,New Philadelphia,Apple
WA,Union Gap,Apple
MN,Albert Lea,Apple
WY,Jackson,Apple
NH,Colebrook,Apple
NH,North Conway,Apple
NH,Seabrook,Apple
NH,Stratham,Apple
NH,Derry,Apple
OR,Gresham,Apple
OR,Lake Oswego,Apple
OR,Tualatin,Apple
OR,Roseburg,Apple
NH,Hooksett,Apple
NH,Littleton,Apple
PA,Clarion,Apple
CA,Torrance,Apple
CA,Walnut,Apple
RI,Middletown,Apple
MN,Savage,Apple
MN,Inver Grove Heights,Apple
RI,Coventry,Apple
RI,Cranston,Apple
MN,Hastings,Apple
MN,Monticello,Apple
GA,Duluth,Apple
MN,Red Wing,Apple
RI,Warwick,Apple
RI,Smithfield,Apple
MN,Willmar,Apple
GA,Dublin,Apple
OR,Albany,Apple
CA,Beaumont,Apple
CO,Glendale,Apple
OR,Springfield,Apple
CO,Northglenn,Apple
CA,Indio,Apple
CA,Highland,Apple
CA,Hemet,Apple
CO,Thornton,Apple
GA,Appling,Apple
CA,Mira Loma,Apple
CA,Menifee,Apple
GA,Grovetown,Apple
GA,Bainbridge,Apple
GA,Warner Robins,Apple
GA,Perry,Apple
CA,Yucca Valley,Apple
WA,Covington,Apple
CA,Calexico,Apple
MN,Baxter,Apple
GA,Statesboro,Apple
GA,Pooler,Apple
NM,Bernalillo,Apple
CA,Clovis,Apple
IL,Peoria,Apple
KS,Manhattan,Apple
GA,Milledgeville,Apple
CA,Hanford,Apple
WI,Hudson,Apple
MN,Cloquet,Apple
CA,Bell Gardens,Apple
CA,Alhambra,Apple
MN,Hutchinson,Apple
NM,Roswell,Apple
CA,Chatsworth,Apple
CA,Salinas,Apple
CA,La Habra,Apple
CA,Oceanside,Apple
CA,National City,Apple
MN,Northfield,Apple
CA,Lakewood,Apple
CA,Lancaster,Apple
MN,Cottage Grove,Apple
MN,Forest Lake,Apple
CA,Montebello,Apple
MN,Elk River,Apple
MN,Cambridge,Apple
CA,Palmdale,Apple
MN,Chanhassen,Apple
CA,Norwalk,Apple
CA,Signal Hill,Apple
WI,Superior,Apple
PA,Gibsonia,Apple
PA,Greensburg,Apple
PA,Butler,Apple
IN,Crawfordsville,Apple
PA,Beaver Falls,Apple
PA,Murrysville,Apple
IN,Plainfield,Apple
IN,Shelbyville,Apple
IN,Greenfield,Apple
IN,Franklin,Apple
IN,Brownsburg,Apple
PA,Mount Pleasant,Apple
IN,Camby,Apple
PA,Monaca,Apple
IN,Avon,Apple
IN,Frankfort,Apple
IN,New Castle,Apple
DE,Middletown,Apple
IN,Marion,Apple
IN,Logansport,Apple
WI,Rice Lake,Apple
PA,Morrisville,Apple
PA,Johnstown,Apple
PA,Ebensburg,Apple
OH,Streetsboro,Apple
NY,Utica,Apple
CO,Fountain,Apple
PA,New Castle,Apple
OH,Fairview Park,Apple
OH,Lyndhurst,Apple
OH,"University Heights, Cuyahoga",Apple
CO,Loveland,Apple
NY,Plattsburgh,Apple
VA,Vienna,Apple
CO,Brighton,Apple
CO,Castle Rock,Apple
CO,Durango,Apple
OH,Massillon,Apple
OH,Medina,Apple
PA,Huntingdon,Apple
OH,Wadsworth,Apple
OH,Strongsville,Apple
OH,Dublin,Apple
LA,Lafayette,Apple
NE,South Sioux City,Apple
NE,Papillion,Apple
TN,Johnson City,Apple
ME,Madison,Apple
NY,Amsterdam,Apple
NJ,Trenton,Apple
ME,Saco,Apple
ME,Naples,Apple
ME,Kennebunkport,Apple
AL,Florence,Apple
MA,Plymouth,Apple
FL,Clearwater,Apple
MI,Plymouth,Apple
UT,Ogden,Apple
FL,Palm Bay,Apple
FL,Ocala,Apple
WA,Poulsbo,Apple
CA,Milpitas,Apple
MN,Twin Valley,Apple
PA,Lehigh Valley,Apple
CA,Ukiah,Apple
NH,Lancaster,Apple
VT,South Burlington,Apple
IL,Elgin,Apple
CA,Oxnard,Apple
CA,Folsom,Apple
MN,Farmington,Apple
CT,East Haven,Apple
IN,Edinburgh,Apple
MN,Washington,Apple
VA,Blacksburg,Apple
VA,Quantico,Apple
MS,Winona,Apple
VA,Virginia Beach,Apple
VA,Chantilly,Apple
NY,Westbury,Apple
TX,Garland,Apple
NY,Melville,Apple
MD,Silver Spring,Apple
NJ,Flanders,Apple
NJ,East Brunswick,Apple
NY,Bronx,Apple
NJ,Lawrenceville,Apple
NY,Highland,Apple
NJ,Hackensack,Apple
NJ,Somerset,Apple
NY,Glens Falls,Apple
PA,York,Apple
ME,Turner,Apple
ME,Lincoln,Apple
IA,Cedar Rapids,Apple
TN,Milan,Apple
MA,Middleborough,Apple
TN,Humboldt,Apple
ME,Skowhegan,Apple
TX,Midland,Apple
GA,Milton,Apple
TX,Lubbock,Apple
ME,Raymond,Apple
AR,Bentonville,Apple
WA,Yakima,Apple
FL,Bonita Springs,Apple
AL,Mobile,Apple
MA,New Bedford,Apple
MA,Mansfield,Apple
ME,Belfast,Apple
MA,Taunton,Apple
OR,Hillsboro,Intel
CA,Santa Clara,Intel
AZ,Phoenix,Intel
CA,Folsom,Intel
CA,San Jose,Intel
TX,Austin,Intel
DC,Washington,Intel
CA,Sunnyvale,Intel
MA,Hudson,Intel
CA,San Francisco,Intel
NY,New York,Intel
TX,Dallas,Intel
CA,San Diego,Intel
TX,Plano,Intel
AZ,Chandler,Intel
MD,Annapolis Junction,Intel
UT,Draper,Intel
IL,Chicago,Intel
VA,McLean,Intel
VA,Chantilly,Intel
GA,Atlanta,Intel
NC,Raleigh,Intel
FL,Tampa,Intel
VA,Reston,Intel
VA,Fairfax,Intel
MD,Fort Meade,Intel
CA,Palo Alto,Intel
MA,Boston,Intel
WA,Seattle,Intel
CA,Los Angeles,Intel
VA,Arlington,Intel
VA,Falls Church,Intel
PA,Allentown,Intel
VA,Herndon,Intel
MN,Washington,Intel
TX,San Antonio,Intel
ID,Boise,Intel
VA,Lorton,Intel
KY,Louisville,Intel
OR,Portland,Intel
PA,Philadelphia,Intel
VA,Fort Belvoir,Intel
CO,Fort Collins,Intel
VA,Norfolk,Intel
IN,Indianapolis,Intel
FL,Orlando,Intel
PA,Pittsburgh,Intel
MI,Ann Arbor,Intel
MD,Bethesda,Intel
MO,Saint Louis,Intel
MD,Baltimore,Intel
MI,Detroit,Intel
OH,Cleveland,Intel
NJ,Bernardsville,Intel
MA,Haverhill,Intel
WA,Tukwila,Intel
