nextJobTwo,nextJobOne,jobId,CaBRating,city,id,state,WLBRating,title,company,CaVRating,CORating,numJobs,SLRating
treasurer,graduate team consulting,63045,4.5,Detroit,1686,MI,3.8,Business Intern,Facebook,4.5,4.3,1,4.2
,,54209,4.5,Detroit,1687,MI,3.8,Digital Designer,Facebook,4.5,4.3,1,4.2
,,34369,4.5,Detroit,1688,MI,3.8,In-House Counsel,Facebook,4.5,4.3,1,4.2
,,13596,4.5,Detroit,1689,MI,3.8,Merchandiser,Facebook,4.5,4.3,1,4.2
,,477465,4.5,Detroit,1690,MI,3.8,Customer Success Advisor,Facebook,4.5,4.3,1,4.2
owner,account manager,43918,4.5,Detroit,1691,MI,3.8,Financial Advisor,Facebook,4.5,4.3,1,4.2
,,175240,4.5,Detroit,1692,MI,3.8,"Associate Attorney, IP/Commercial Litigation",Facebook,4.5,4.3,1,4.2
,,232704,4.5,Detroit,1693,MI,3.8,Warehouse Loader,Facebook,4.5,4.3,1,4.2
auto mechanic,heavy equipment mechanic,41494,4.5,Detroit,1694,MI,3.8,Diesel Mechanic,Facebook,4.5,4.3,1,4.2
sales advisor,intern,31748,4.5,Detroit,1695,MI,3.8,Events Assistant,Facebook,4.5,4.3,1,4.2
,,32883,4.5,Detroit,1696,MI,3.8,Real Estate Attorney,Facebook,4.5,4.3,1,4.2
bankruptcy paralegal,paralegal,19289,4.5,Detroit,1697,MI,3.8,Litigation Paralegal,Facebook,4.5,4.3,1,4.2
,,101220,4.5,Tallahassee,1698,FL,3.8,Database Administrator I,Facebook,4.5,4.3,1,4.2
,,215345,4.5,Omaha,1699,NE,3.8,Outside Sales/Account Representative,Facebook,4.5,4.3,2,4.2
,,356263,4.5,Omaha,1700,NE,3.8,Stockhandler,Facebook,4.5,4.3,2,4.2
,,648675,4.5,Omaha,1701,NE,3.8,UI-UX Designer,Facebook,4.5,4.3,1,4.2
,,387718,4.5,Omaha,1702,NE,3.8,#3 Fibre Line Operator,Facebook,4.5,4.3,1,4.2
,,1257676,4.5,Omaha,1703,NE,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,1,4.2
wellsite supervisor,drilling wellsite supervisor,51415,4.5,Omaha,1704,NE,3.8,Co,Facebook,4.5,4.3,1,4.2
material handler,laborer,8332,4.5,Omaha,1705,NE,3.8,Warehouse,Facebook,4.5,4.3,1,4.2
executive assistant,executive administrative assistant,15954,4.5,Omaha,1706,NE,3.8,Administrative Assistant,Facebook,4.5,4.3,1,4.2
,marketing manager,68707,4.5,Omaha,1707,NE,3.8,Social Media Specialist,Facebook,4.5,4.3,1,4.2
major contributions,account executive,43537,4.5,Omaha,1708,NE,3.8,Field Support Specialist,Facebook,4.5,4.3,1,4.2
security officer,bartender,121584,4.5,Omaha,1709,NE,3.8,Warehouse Laborer,Facebook,4.5,4.3,1,4.2
,,1287325,4.5,Omaha,1710,NE,3.8,Sub Arc Welder,Facebook,4.5,4.3,1,4.2
,,308033,4.5,Omaha,1711,NE,3.8,Structural Fitter,Facebook,4.5,4.3,1,4.2
software engineer,business systems analyst,62731,4.5,Omaha,1712,NE,3.8,Business Analyst,Facebook,4.5,4.3,1,4.2
,,907567,4.5,Omaha,1713,NE,3.8,HCM Specialist,Facebook,4.5,4.3,1,4.2
,,118541,4.5,Lenexa,1714,KS,3.8,General Utility Worker,Facebook,4.5,4.3,4,4.2
forklift operator,receptionist,61340,4.5,Lenexa,1715,KS,3.8,Production Worker,Facebook,4.5,4.3,3,4.2
,,1257676,4.5,Lenexa,1716,KS,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,2,4.2
,,599040,4.5,Lenexa,1717,KS,3.8,Marketing Communication Spec,Facebook,4.5,4.3,2,4.2
machine operator,shipping,153729,4.5,Lenexa,1718,KS,3.8,Stock Handler,Facebook,4.5,4.3,2,4.2
class a cdl driver,cdl driver,5993,4.5,Lenexa,1719,KS,3.8,Cdl Class A Driver,Facebook,4.5,4.3,2,4.2
executive assistant,executive administrative assistant,15954,4.5,Lenexa,1720,KS,3.8,Administrative Assistant,Facebook,4.5,4.3,2,4.2
senior project controller,engineer,55547,4.5,Lenexa,1721,KS,3.8,Project Controls Analyst,Facebook,4.5,4.3,2,4.2
supervisor,truck driver,19609,4.5,Lenexa,1722,KS,3.8,Maintenance Tech,Facebook,4.5,4.3,2,4.2
packaging mechanic,machinist,19589,4.5,Lenexa,1723,KS,3.8,Maintenance Mechanic,Facebook,4.5,4.3,2,4.2
forklift operator,security officer,47759,4.5,Lenexa,1724,KS,3.8,Warehouse Worker,Facebook,4.5,4.3,2,4.2
assistant restaurant manager,visual merchandiser,188560,4.5,Lenexa,1725,KS,3.8,Guest Service Coordinator,Facebook,4.5,4.3,2,4.2
project manager,marketing manager,12865,4.5,Lenexa,1726,KS,3.8,Market Research Analyst,Facebook,4.5,4.3,1,4.2
,,85080,4.5,Lenexa,1727,KS,3.8,Electrical/Mechanical Construction Field Engineer,Facebook,4.5,4.3,1,4.2
,,516141,4.5,Lenexa,1728,KS,3.8,Service Desk Analyst I,Facebook,4.5,4.3,1,4.2
manager,project manager,19257,4.5,Lenexa,1729,KS,3.8,Logistics Coordinator,Facebook,4.5,4.3,1,4.2
manager,senior engineer,37773,4.5,Lenexa,1730,KS,3.8,Project Engineer,Facebook,4.5,4.3,1,4.2
operator on,driver,59868,4.5,Lenexa,1731,KS,3.8,Crane Operator,Facebook,4.5,4.3,1,4.2
,,29559,4.5,Lenexa,1732,KS,3.8,Insert Operator,Facebook,4.5,4.3,1,4.2
maintenance supervisor,supervisor,63819,4.5,Lenexa,1733,KS,3.8,Maintenance Foreman,Facebook,4.5,4.3,1,4.2
,,180235,4.5,Lenexa,1734,KS,3.8,Mid-level Electrical Engineer,Facebook,4.5,4.3,1,4.2
,,127297,4.5,Lenexa,1735,KS,3.8,Wings Team,Facebook,4.5,4.3,1,4.2
maintenance supervisor,electronic technician,49084,4.5,Lenexa,1736,KS,3.8,Electrician,Facebook,4.5,4.3,1,4.2
,,623118,4.5,Lenexa,1737,KS,3.8,Rigger/Operator,Facebook,4.5,4.3,1,4.2
,,91648,4.5,Lenexa,1738,KS,3.8,Product Solution Engineer,Facebook,4.5,4.3,1,4.2
wellsite supervisor,drilling wellsite supervisor,51415,4.5,Lenexa,1739,KS,3.8,Co,Facebook,4.5,4.3,1,4.2
electrician helper,sales representative,289102,4.5,Lenexa,1740,KS,3.8,Carpenter Helper,Facebook,4.5,4.3,1,4.2
,,1184924,4.5,Lenexa,1741,KS,3.8,Sales Programs Coordinator Medical Breast/Health,Facebook,4.5,4.3,1,4.2
,,401897,4.5,Lenexa,1742,KS,3.8,Clinical Analyst (Health Informatics/Statistics),Facebook,4.5,4.3,1,4.2
,,3075064,4.5,Lenexa,1743,KS,3.8,LEAD MATERIAL ENGINEER,Facebook,4.5,4.3,1,4.2
,,1257676,4.5,Scottsdale,1744,AZ,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,5,4.2
,,134848,4.5,Scottsdale,1745,AZ,3.8,PPC Specialist,Facebook,4.5,4.3,5,4.2
,marketing manager,68707,4.5,Scottsdale,1746,AZ,3.8,Social Media Specialist,Facebook,4.5,4.3,5,4.2
,,123563,4.5,Scottsdale,1747,AZ,3.8,Asset Management Associate,Facebook,4.5,4.3,5,4.2
,manager,11520,4.5,Scottsdale,1748,AZ,3.8,Server,Facebook,4.5,4.3,4,4.2
project manager,senior financial analyst,41968,4.5,Scottsdale,1749,AZ,3.8,Pricing Analyst,Facebook,4.5,4.3,3,4.2
executive administrative assistant,inside sales representative,28424,4.5,Scottsdale,1750,AZ,3.8,Sales Development Representative,Facebook,4.5,4.3,3,4.2
,,13596,4.5,Scottsdale,1751,AZ,3.8,Merchandiser,Facebook,4.5,4.3,3,4.2
construction manager,electrical engineer,60594,4.5,Scottsdale,1752,AZ,3.8,Power Engineer,Facebook,4.5,4.3,3,4.2
,,726289,4.5,Scottsdale,1753,AZ,3.8,NERC Compliance Specialist,Facebook,4.5,4.3,3,4.2
print coordinator,administrative assistant,38307,4.5,Scottsdale,1754,AZ,3.8,Food &amp; Beverage Supervisor,Facebook,4.5,4.3,3,4.2
unix operator,field technician,46129,4.5,Scottsdale,1755,AZ,3.8,Data Center Engineer,Facebook,4.5,4.3,2,4.2
planning assistant,assistant manager,28308,4.5,Scottsdale,1756,AZ,3.8,Sales Trainee,Facebook,4.5,4.3,2,4.2
security officer,security guard,13159,4.5,Scottsdale,1757,AZ,3.8,Cashier,Facebook,4.5,4.3,2,4.2
,,604457,4.5,Scottsdale,1758,AZ,3.8,QA Intern Tester,Facebook,4.5,4.3,2,4.2
property manager,community manager,25364,4.5,Scottsdale,1759,AZ,3.8,Leasing Consultant,Facebook,4.5,4.3,2,4.2
,,1256913,4.5,Scottsdale,1760,AZ,3.8,Facebook Marketing Expert,Facebook,4.5,4.3,2,4.2
administrative assistant,sales associate,44836,4.5,Scottsdale,1761,AZ,3.8,Sales Representative,Facebook,4.5,4.3,1,4.2
,,122367,4.5,Scottsdale,1762,AZ,3.8,Social Media Marketing,Facebook,4.5,4.3,1,4.2
,,62630,4.5,Scottsdale,1763,AZ,3.8,Business Supervisor,Facebook,4.5,4.3,1,4.2
,,330896,4.5,Scottsdale,1764,AZ,3.8,Social and Digital Media Producer,Facebook,4.5,4.3,1,4.2
director,regional sales manager,36925,4.5,Scottsdale,1765,AZ,3.8,Product Specialist,Facebook,4.5,4.3,1,4.2
,,1440998,4.5,Scottsdale,1766,AZ,3.8,CDL Fuel Driver,Facebook,4.5,4.3,1,4.2
manager,senior engineer,37773,4.5,Scottsdale,1767,AZ,3.8,Project Engineer,Facebook,4.5,4.3,1,4.2
,,458220,4.5,Scottsdale,1768,AZ,3.8,Assistant Retail Mangers,Facebook,4.5,4.3,1,4.2
project manager,marketing manager,51622,4.5,Scottsdale,1769,AZ,3.8,Communications Coordinator,Facebook,4.5,4.3,1,4.2
,,1428186,4.5,Scottsdale,1770,AZ,3.8,Provider Networking Coordinator,Facebook,4.5,4.3,1,4.2
,,36212,4.5,Scottsdale,1771,AZ,3.8,Ecommerce Analyst,Facebook,4.5,4.3,1,4.2
project manager,planner,28562,4.5,Scottsdale,1772,AZ,3.8,Scheduler,Facebook,4.5,4.3,1,4.2
theraplay therapist,supervisor,4660,4.5,Scottsdale,1773,AZ,3.8,Special Education Teacher,Facebook,4.5,4.3,1,4.2
,,808743,4.5,Scottsdale,1774,AZ,3.8,Social Media Evaluator,Facebook,4.5,4.3,1,4.2
,consultant,40821,4.5,Scottsdale,1775,AZ,3.8,Desktop Publisher,Facebook,4.5,4.3,1,4.2
software engineer,business systems analyst,62731,4.5,Scottsdale,1776,AZ,3.8,Business Analyst,Facebook,4.5,4.3,1,4.2
wellsite supervisor,drilling wellsite supervisor,51415,4.5,Scottsdale,1777,AZ,3.8,Co,Facebook,4.5,4.3,1,4.2
executive assistant,executive administrative assistant,15954,4.5,Scottsdale,1778,AZ,3.8,Administrative Assistant,Facebook,4.5,4.3,1,4.2
supervisor,operations supervisor,45029,4.5,Scottsdale,1779,AZ,3.8,Control Room Operator,Facebook,4.5,4.3,1,4.2
sales manager,owner,63191,4.5,Scottsdale,1780,AZ,3.8,Loan Officer,Facebook,4.5,4.3,1,4.2
principal,senior architect,55516,4.5,Rochester,1781,NY,3.8,Project Architect,Facebook,4.5,4.3,4,4.2
,,690002,4.5,Rochester,1782,NY,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,3,4.2
,,98290,4.5,Rochester,1783,NY,3.8,Systems Project Engineer,Facebook,4.5,4.3,1,4.2
,,237657,4.5,Rochester,1784,NY,3.8,Industrial Test Engineer,Facebook,4.5,4.3,1,4.2
industrial mechanic,maintenance technician,16724,4.5,Rochester,1785,NY,3.8,Industrial Maintenance Mechanic,Facebook,4.5,4.3,1,4.2
receptionist,office assistant,46178,4.5,Rochester,1786,NY,3.8,Data Entry Specialist,Facebook,4.5,4.3,1,4.2
packaging mechanic,machinist,19589,4.5,Rochester,1787,NY,3.8,Maintenance Mechanic,Facebook,4.5,4.3,1,4.2
sales associate,customer service representative,26256,4.5,Rochester,1788,NY,3.8,Store Supervisor,Facebook,4.5,4.3,1,4.2
,,1208197,4.5,Rochester,1789,NY,3.8,Web Developer (PHP/MySQL),Facebook,4.5,4.3,1,4.2
sales associate,customer service,62290,4.5,Norfolk,1790,VA,3.8,Barista,Facebook,4.5,4.3,5,4.2
customer service representative,head teller,20857,4.5,Norfolk,1791,VA,3.8,Teller I,Facebook,4.5,4.3,4,4.2
,,215345,4.5,Norfolk,1792,VA,3.8,Outside Sales/Account Representative,Facebook,4.5,4.3,3,4.2
database systems programmer,senior systems analyst,23992,4.5,Norfolk,1793,VA,3.8,Applications Developer,Facebook,4.5,4.3,3,4.2
,,1257676,4.5,Norfolk,1794,VA,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,1,4.2
,,43645,4.5,Norfolk,1795,VA,3.8,Financial Services Representative I,Facebook,4.5,4.3,1,4.2
consultant,freelance writer,102669,4.5,Norfolk,1796,VA,3.8,General Assignment Reporter,Facebook,4.5,4.3,1,4.2
secretary,sales associate,6279,4.5,Norfolk,1797,VA,3.8,Client Service Coordinator,Facebook,4.5,4.3,1,4.2
,,118541,4.5,Charleston,1798,SC,3.8,General Utility Worker,Facebook,4.5,4.3,3,4.2
wellsite supervisor,drilling wellsite supervisor,51415,4.5,Charleston,1799,SC,3.8,Co,Facebook,4.5,4.3,1,4.2
auto mechanic,heavy equipment mechanic,41494,4.5,Charleston,1800,SC,3.8,Diesel Mechanic,Facebook,4.5,4.3,1,4.2
,,690002,4.5,Irvine,1801,CA,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,6,4.2
account manager,executive assistant,134375,4.5,Irvine,1802,CA,3.8,Social Media Coordinator,Facebook,4.5,4.3,5,4.2
,,13596,4.5,Irvine,1803,CA,3.8,Merchandiser,Facebook,4.5,4.3,5,4.2
,,59905,4.5,Irvine,1804,CA,3.8,Customer Technical Support Representative,Facebook,4.5,4.3,5,4.2
,,141311,4.5,Irvine,1805,CA,3.8,Commissions Specialist,Facebook,4.5,4.3,5,4.2
senior systems analyst,contractor,62650,4.5,Irvine,1806,CA,3.8,Business Systems Analyst,Facebook,4.5,4.3,4,4.2
planning assistant,assistant manager,28308,4.5,Irvine,1807,CA,3.8,Sales Trainee,Facebook,4.5,4.3,4,4.2
,vice president,136303,4.5,Irvine,1808,CA,3.8,Digital Marketing Intern,Facebook,4.5,4.3,4,4.2
legal intern,staff writer,194651,4.5,Irvine,1809,CA,3.8,Social Media Intern,Facebook,4.5,4.3,3,4.2
,,862243,4.5,Irvine,1810,CA,3.8,Customer Service Operations Analyst,Facebook,4.5,4.3,3,4.2
,,235716,4.5,Irvine,1811,CA,3.8,Customer Success Engineer,Facebook,4.5,4.3,3,4.2
,,36237,4.5,Irvine,1812,CA,3.8,ECommerce Specialist,Facebook,4.5,4.3,3,4.2
,,87016,4.5,Irvine,1813,CA,3.8,Health Care Analyst,Facebook,4.5,4.3,3,4.2
administrative assistant,sales associate,44836,4.5,Irvine,1814,CA,3.8,Sales Representative,Facebook,4.5,4.3,3,4.2
packaging mechanic,machinist,19589,4.5,Irvine,1815,CA,3.8,Maintenance Mechanic,Facebook,4.5,4.3,3,4.2
,senior software engineer,5230,4.5,Irvine,1816,CA,3.8,SQL Server Database Administrator,Facebook,4.5,4.3,3,4.2
,,618465,4.5,Irvine,1817,CA,3.8,Talent Management Intern,Facebook,4.5,4.3,3,4.2
,,1045476,4.5,Irvine,1818,CA,3.8,Digital Engagement Specialist,Facebook,4.5,4.3,3,4.2
account executive,general manager,50698,4.5,Irvine,1819,CA,3.8,Sales &amp; Marketing Representative,Facebook,4.5,4.3,3,4.2
,,9229,4.5,Irvine,1820,CA,3.8,Appeals &amp; Grievances Coordinator,Facebook,4.5,4.3,2,4.2
treasurer,account manager,336402,4.5,Irvine,1821,CA,3.8,Social Media Marketing Intern,Facebook,4.5,4.3,2,4.2
,,139898,4.5,Irvine,1822,CA,3.8,Ad Operations Trafficker,Facebook,4.5,4.3,2,4.2
,,523824,4.5,Irvine,1823,CA,3.8,Social Marketing Intern,Facebook,4.5,4.3,2,4.2
manufacturing supervisor,operations manager,36980,4.5,Irvine,1824,CA,3.8,Production,Facebook,4.5,4.3,2,4.2
,,132627,4.5,Irvine,1825,CA,3.8,Consumer Insights Specialist,Facebook,4.5,4.3,2,4.2
software developer,business analyst,12588,4.5,Irvine,1826,CA,3.8,Business Process Consultant,Facebook,4.5,4.3,2,4.2
,,2987733,4.5,Irvine,1827,CA,3.8,Registered Nurse - Rehab,Facebook,4.5,4.3,2,4.2
janitor,security officer,148627,4.5,Irvine,1828,CA,3.8,Residential Aide,Facebook,4.5,4.3,2,4.2
,,30488,4.5,Irvine,1829,CA,3.8,Solutions Architect,Facebook,4.5,4.3,2,4.2
,,690002,4.5,Santa Monica,1830,CA,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,6,4.2
account manager,executive assistant,134375,4.5,Santa Monica,1831,CA,3.8,Social Media Coordinator,Facebook,4.5,4.3,5,4.2
,,13596,4.5,Santa Monica,1832,CA,3.8,Merchandiser,Facebook,4.5,4.3,5,4.2
,,59905,4.5,Santa Monica,1833,CA,3.8,Customer Technical Support Representative,Facebook,4.5,4.3,5,4.2
,,141311,4.5,Santa Monica,1834,CA,3.8,Commissions Specialist,Facebook,4.5,4.3,5,4.2
senior systems analyst,contractor,62650,4.5,Santa Monica,1835,CA,3.8,Business Systems Analyst,Facebook,4.5,4.3,4,4.2
planning assistant,assistant manager,28308,4.5,Santa Monica,1836,CA,3.8,Sales Trainee,Facebook,4.5,4.3,4,4.2
,vice president,136303,4.5,Santa Monica,1837,CA,3.8,Digital Marketing Intern,Facebook,4.5,4.3,4,4.2
legal intern,staff writer,194651,4.5,Santa Monica,1838,CA,3.8,Social Media Intern,Facebook,4.5,4.3,3,4.2
,,862243,4.5,Santa Monica,1839,CA,3.8,Customer Service Operations Analyst,Facebook,4.5,4.3,3,4.2
,,235716,4.5,Santa Monica,1840,CA,3.8,Customer Success Engineer,Facebook,4.5,4.3,3,4.2
,,36237,4.5,Santa Monica,1841,CA,3.8,ECommerce Specialist,Facebook,4.5,4.3,3,4.2
,,87016,4.5,Santa Monica,1842,CA,3.8,Health Care Analyst,Facebook,4.5,4.3,3,4.2
administrative assistant,sales associate,44836,4.5,Santa Monica,1843,CA,3.8,Sales Representative,Facebook,4.5,4.3,3,4.2
packaging mechanic,machinist,19589,4.5,Santa Monica,1844,CA,3.8,Maintenance Mechanic,Facebook,4.5,4.3,3,4.2
,senior software engineer,5230,4.5,Santa Monica,1845,CA,3.8,SQL Server Database Administrator,Facebook,4.5,4.3,3,4.2
,,618465,4.5,Santa Monica,1846,CA,3.8,Talent Management Intern,Facebook,4.5,4.3,3,4.2
,,1045476,4.5,Santa Monica,1847,CA,3.8,Digital Engagement Specialist,Facebook,4.5,4.3,3,4.2
account executive,general manager,50698,4.5,Santa Monica,1848,CA,3.8,Sales &amp; Marketing Representative,Facebook,4.5,4.3,3,4.2
,,9229,4.5,Santa Monica,1849,CA,3.8,Appeals &amp; Grievances Coordinator,Facebook,4.5,4.3,2,4.2
treasurer,account manager,336402,4.5,Santa Monica,1850,CA,3.8,Social Media Marketing Intern,Facebook,4.5,4.3,2,4.2
,,139898,4.5,Santa Monica,1851,CA,3.8,Ad Operations Trafficker,Facebook,4.5,4.3,2,4.2
,,523824,4.5,Santa Monica,1852,CA,3.8,Social Marketing Intern,Facebook,4.5,4.3,2,4.2
manufacturing supervisor,operations manager,36980,4.5,Santa Monica,1853,CA,3.8,Production,Facebook,4.5,4.3,2,4.2
,,132627,4.5,Santa Monica,1854,CA,3.8,Consumer Insights Specialist,Facebook,4.5,4.3,2,4.2
software developer,business analyst,12588,4.5,Santa Monica,1855,CA,3.8,Business Process Consultant,Facebook,4.5,4.3,2,4.2
,,2987733,4.5,Santa Monica,1856,CA,3.8,Registered Nurse - Rehab,Facebook,4.5,4.3,2,4.2
janitor,security officer,148627,4.5,Santa Monica,1857,CA,3.8,Residential Aide,Facebook,4.5,4.3,2,4.2
,,30488,4.5,Santa Monica,1858,CA,3.8,Solutions Architect,Facebook,4.5,4.3,2,4.2
,,43645,4.5,White Plains,1859,NY,3.8,Financial Services Representative I,Facebook,4.5,4.3,27,4.2
customer service representative,head teller,20857,4.5,White Plains,1860,NY,3.8,Teller I,Facebook,4.5,4.3,21,4.2
administrative assistant,sales associate,60233,4.5,White Plains,1861,NY,3.8,Customer Service Representative I,Facebook,4.5,4.3,13,4.2
sales associate,customer service representative,26256,4.5,White Plains,1862,NY,3.8,Store Supervisor,Facebook,4.5,4.3,10,4.2
member service representative,receptionist,33688,4.5,White Plains,1863,NY,3.8,Head Teller,Facebook,4.5,4.3,10,4.2
account manager,executive assistant,134375,4.5,White Plains,1864,NY,3.8,Social Media Coordinator,Facebook,4.5,4.3,9,4.2
,,690002,4.5,White Plains,1865,NY,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,8,4.2
,,214607,4.5,White Plains,1866,NY,3.8,Social Media Associate,Facebook,4.5,4.3,7,4.2
,,57646,4.5,White Plains,1867,NY,3.8,Marketing Coordinator,Facebook,4.5,4.3,7,4.2
legal intern,staff writer,194651,4.5,White Plains,1868,NY,3.8,Social Media Intern,Facebook,4.5,4.3,6,4.2
,,215345,4.5,White Plains,1869,NY,3.8,Outside Sales/Account Representative,Facebook,4.5,4.3,6,4.2
account manager,branch manager,14087,4.5,White Plains,1870,NY,3.8,Mortgage Loan Officer,Facebook,4.5,4.3,5,4.2
,,6538,4.5,White Plains,1871,NY,3.8,CISO,Facebook,4.5,4.3,4,4.2
technical recruiter,office manager,32680,4.5,White Plains,1872,NY,3.8,Recruiter,Facebook,4.5,4.3,4,4.2
,,106933,4.5,White Plains,1873,NY,3.8,IT Audit Compliance Specialist,Facebook,4.5,4.3,4,4.2
,marketing manager,68707,4.5,White Plains,1874,NY,3.8,Social Media Specialist,Facebook,4.5,4.3,4,4.2
intern,administrative assistant,57607,4.5,White Plains,1875,NY,3.8,Marketing Associate,Facebook,4.5,4.3,4,4.2
,,472028,4.5,White Plains,1876,NY,3.8,Data Scientist - Analytics,Facebook,4.5,4.3,4,4.2
,,371530,4.5,White Plains,1877,NY,3.8,Social Media Editor,Facebook,4.5,4.3,4,4.2
marketing associate,volunteer,13314,4.5,White Plains,1878,NY,3.8,Marketing Intern,Facebook,4.5,4.3,4,4.2
,,281350,4.5,White Plains,1879,NY,3.8,Data Strategist,Facebook,4.5,4.3,4,4.2
associate producer,video editor director of photography,47407,4.5,White Plains,1880,NY,3.8,Video Editor,Facebook,4.5,4.3,4,4.2
,,29637,4.5,White Plains,1881,NY,3.8,Investment Banking Summer Analyst,Facebook,4.5,4.3,3,4.2
,,29598,4.5,White Plains,1882,NY,3.8,Investigative Analyst,Facebook,4.5,4.3,3,4.2
,,133146,4.5,White Plains,1883,NY,3.8,Marketing Communications Intern,Facebook,4.5,4.3,3,4.2
business analyst,account manager,13212,4.5,White Plains,1884,NY,3.8,Media Analyst,Facebook,4.5,4.3,3,4.2
truck driver,hvac service technician and installation,16397,4.5,Raleigh,1885,NC,3.8,HVAC Service Technician,Facebook,4.5,4.3,2,4.2
,,13596,4.5,Raleigh,1886,NC,3.8,Merchandiser,Facebook,4.5,4.3,2,4.2
,,364998,4.5,Raleigh,1887,NC,3.8,Field Service Technician I,Facebook,4.5,4.3,2,4.2
,,1975,4.5,Raleigh,1888,NC,3.8,Permit Specialist,Facebook,4.5,4.3,1,4.2
,,628249,4.5,Raleigh,1889,NC,3.8,Teller I - Full-time,Facebook,4.5,4.3,1,4.2
administrative assistant,sales associate,46043,4.5,Raleigh,1890,NC,3.8,Customer Service,Facebook,4.5,4.3,1,4.2
,,924589,4.5,Raleigh,1891,NC,3.8,Internet Marketing Analyst - Entry Level,Facebook,4.5,4.3,1,4.2
,,1511382,4.5,Raleigh,1892,NC,3.8,Display Strategist,Facebook,4.5,4.3,1,4.2
contractor,content producer,4690,4.5,Raleigh,1893,NC,3.8,Social Media Strategist,Facebook,4.5,4.3,1,4.2
,,434236,4.5,Raleigh,1894,NC,3.8,Social Media Marketing Analyst,Facebook,4.5,4.3,1,4.2
engineering manager,solution architect,61639,4.5,Raleigh,1895,NC,3.8,Product Owner,Facebook,4.5,4.3,1,4.2
planning assistant,assistant manager,28308,4.5,Raleigh,1896,NC,3.8,Sales Trainee,Facebook,4.5,4.3,1,4.2
,,187633,4.5,Raleigh,1897,NC,3.8,Digital Marketing Analyst,Facebook,4.5,4.3,1,4.2
,,127297,4.5,Raleigh,1898,NC,3.8,Wings Team,Facebook,4.5,4.3,1,4.2
,,541079,4.5,Dayton,1899,OH,3.8,Marketing and Sales Coordinator-Part Time,Facebook,4.5,4.3,1,4.2
,,1257676,4.5,Dayton,1900,OH,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,1,4.2
,,1012852,4.5,Dayton,1901,OH,3.8,Mill Machinist,Facebook,4.5,4.3,1,4.2
planning assistant,assistant manager,28308,4.5,Dayton,1902,OH,3.8,Sales Trainee,Facebook,4.5,4.3,1,4.2
engineering manager,manager,57383,4.5,Dayton,1903,OH,3.8,Manufacturing Engineer,Facebook,4.5,4.3,1,4.2
,,268382,4.5,Dayton,1904,OH,3.8,MES Engineer,Facebook,4.5,4.3,1,4.2
,,5262,4.5,Dayton,1905,OH,3.8,sr. manufacturing engineer,Facebook,4.5,4.3,1,4.2
quality assurance manager,project manager,56046,4.5,Dayton,1906,OH,3.8,Quality Engineer,Facebook,4.5,4.3,1,4.2
,,1257676,4.5,Grapevine,1907,TX,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,12,4.2
class a cdl driver,cdl driver,5993,4.5,Grapevine,1908,TX,3.8,Cdl Class A Driver,Facebook,4.5,4.3,6,4.2
,,1051642,4.5,Grapevine,1909,TX,3.8,Social Media Communications Specialist,Facebook,4.5,4.3,6,4.2
senior staff accountant,financial analyst,5361,4.5,Grapevine,1910,TX,3.8,Staff Accountant,Facebook,4.5,4.3,4,4.2
,,32284,4.5,Grapevine,1911,TX,3.8,Field Applications Engineer,Facebook,4.5,4.3,3,4.2
,,312054,4.5,Grapevine,1912,TX,3.8,Food Prep Worker,Facebook,4.5,4.3,3,4.2
,,1256913,4.5,Grapevine,1913,TX,3.8,Facebook Marketing Expert,Facebook,4.5,4.3,3,4.2
,,690002,4.5,Grapevine,1914,TX,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,3,4.2
,,127297,4.5,Grapevine,1915,TX,3.8,Wings Team,Facebook,4.5,4.3,3,4.2
segment producer,supervising producer,36841,4.5,Grapevine,1916,TX,3.8,Producer,Facebook,4.5,4.3,2,4.2
,,215345,4.5,Grapevine,1917,TX,3.8,Outside Sales/Account Representative,Facebook,4.5,4.3,2,4.2
