company,city,nextJobOne,state,title,id,SLRating,numJobs,CaVRating,nextJobTwo,WLBRating,CORating,CaBRating,jobId
Oracle,New York,senior developer,NY,Java Developer,0,2.9,47,3.2,senior software engineer,3.7,3.2,3.1,3566
Oracle,New York,senior programmer,NY,Programmer Analyst,1,2.9,16,3.2,project manager,3.7,3.2,3.1,37136
Oracle,New York,software engineer,NY,Systems Analyst,2,2.9,13,3.2,consultant,3.7,3.2,3.1,26279
Oracle,New York,,NY,Software Engineer,3,2.9,13,3.2,,3.7,3.2,3.1,4279
Oracle,New York,,NY,Sr Programmer Analyst,4,2.9,11,3.2,,3.7,3.2,3.1,723974
Oracle,New York,oracle database administrator,NY,oracle dba,5,2.9,11,3.2,developer,3.7,3.2,3.1,1044207
Oracle,New York,database developer,NY,SQL Developer,6,2.9,10,3.2,software developer,3.7,3.2,3.1,5226
Oracle,New York,,NY,Oracle PL/SQL Developer,7,2.9,9,3.2,,3.7,3.2,3.1,46556
Oracle,New York,software development engineer,NY,Systems Software Engineer,8,2.9,8,3.2,senior systems engineer,3.7,3.2,3.1,20522
Oracle,New York,,NY,QlikView Developer,9,2.9,8,3.2,,3.7,3.2,3.1,508494
Oracle,New York,,NY,C++ Programmer,10,2.9,8,3.2,,3.7,3.2,3.1,12488
Oracle,New York,database developer,NY,Database Administrator,11,2.9,7,3.2,software engineer,3.7,3.2,3.1,61011
Oracle,New York,data,NY,Data Modeler,12,2.9,7,3.2,data and process analyst,3.7,3.2,3.1,46371
Oracle,New York,,NY,Software Development Architect,13,2.9,6,3.2,,3.7,3.2,3.1,67192
Oracle,New York,,NY,Sr Financial Analyst,14,2.9,6,3.2,,3.7,3.2,3.1,695535
Oracle,New York,etl informatica developer,NY,ETL Developer,15,2.9,6,3.2,datastage developer,3.7,3.2,3.1,31667
Oracle,New York,,NY,Campus Coordinator,16,2.9,6,3.2,,3.7,3.2,3.1,131344
Oracle,New York,staff consultant developer,NY,Staff Consultant,17,2.9,6,3.2,software engineer,3.7,3.2,3.1,31332
Oracle,New York,,NY,Brand Journalist,18,2.9,6,3.2,,3.7,3.2,3.1,704691
Oracle,New York,senior software engineer,NY,Software Developer,19,2.9,6,3.2,,3.7,3.2,3.1,30270
Oracle,Atlanta,senior developer,GA,Java Developer,20,2.9,21,3.2,senior software engineer,3.7,3.2,3.1,3566
Oracle,Atlanta,software development engineer,GA,Systems Software Engineer,21,2.9,13,3.2,senior systems engineer,3.7,3.2,3.1,20522
Oracle,Atlanta,oracle database administrator,GA,oracle dba,22,2.9,8,3.2,developer,3.7,3.2,3.1,1044207
Oracle,Atlanta,,GA,PL/SQL Developer,23,2.9,8,3.2,,3.7,3.2,3.1,125486
Oracle,Atlanta,,GA,Oracle Functional Analyst,24,2.9,8,3.2,,3.7,3.2,3.1,110107
Oracle,Atlanta,,GA,.NET Developer,25,2.9,7,3.2,,3.7,3.2,3.1,8558
Oracle,Atlanta,,GA,ATG Developer,26,2.9,6,3.2,,3.7,3.2,3.1,234581
Oracle,Atlanta,,GA,Java Software Developer,27,2.9,6,3.2,,3.7,3.2,3.1,3578
Oracle,Atlanta,,GA,Unix/Linux Administrator,28,2.9,6,3.2,,3.7,3.2,3.1,14451
Oracle,Atlanta,,GA,Java ATG Developer,29,2.9,5,3.2,,3.7,3.2,3.1,406005
Oracle,Atlanta,senior developer,GA,PeopleSoft Developer,30,2.9,5,3.2,senior peoplesoft developer,3.7,3.2,3.1,1525
Oracle,Atlanta,manager,GA,Treasury Analyst,31,2.9,4,3.2,treasury manager,3.7,3.2,3.1,14135
Oracle,Atlanta,project manager,GA,IT Business Analyst,32,2.9,4,3.2,senior it business analyst,3.7,3.2,3.1,29826
Oracle,Atlanta,,GA,Sr Oracle Database Administrator,33,2.9,4,3.2,,3.7,3.2,3.1,725017
Oracle,Atlanta,financial analyst,GA,Staff Accountant,34,2.9,4,3.2,senior staff accountant,3.7,3.2,3.1,5361
Oracle,Atlanta,,GA,Software Engineer,35,2.9,4,3.2,,3.7,3.2,3.1,4279
Oracle,Atlanta,software engineer,GA,Systems Analyst,36,2.9,3,3.2,consultant,3.7,3.2,3.1,26279
Oracle,Atlanta,accounts payable coordinator,GA,Accounts Payable Specialist,37,2.9,3,3.2,accounts payable analyst,3.7,3.2,3.1,15357
Oracle,Atlanta,,GA,Oracle Applications Support Analyst,38,2.9,3,3.2,,3.7,3.2,3.1,239468
Oracle,Atlanta,project manager,GA,Operations Support &amp; Developer,39,2.9,3,3.2,manager,3.7,3.2,3.1,1250984
Oracle,Atlanta,senior systems analyst,GA,Applications Developer,40,2.9,3,3.2,database systems programmer,3.7,3.2,3.1,23992
Oracle,Atlanta,it project manager,GA,Database Architect,41,2.9,3,3.2,senior database administrator,3.7,3.2,3.1,61029
Oracle,Atlanta,,GA,C++ Developer,42,2.9,3,3.2,,3.7,3.2,3.1,12486
Oracle,Atlanta,business analyst,GA,Tax Analyst,43,2.9,2,3.2,senior accountant,3.7,3.2,3.1,65040
Oracle,Atlanta,,GA,Oracle Financial Functional Consultant,44,2.9,2,3.2,,3.7,3.2,3.1,358701
Oracle,Atlanta,,GA,Human Capital Analyst,45,2.9,2,3.2,,3.7,3.2,3.1,34071
Oracle,Chicago,senior software engineer,IL,Oracle Developer,46,2.9,10,3.2,,3.7,3.2,3.1,46548
Oracle,Chicago,senior programmer,IL,Programmer Analyst,47,2.9,8,3.2,project manager,3.7,3.2,3.1,37136
Oracle,Chicago,senior software engineer,IL,Software Developer,48,2.9,8,3.2,,3.7,3.2,3.1,30270
Oracle,Chicago,business analyst,IL,Tax Analyst,49,2.9,6,3.2,senior accountant,3.7,3.2,3.1,65040
Oracle,Chicago,oracle database administrator,IL,oracle dba,50,2.9,6,3.2,developer,3.7,3.2,3.1,1044207
Oracle,Chicago,,IL,.NET Developer,51,2.9,6,3.2,,3.7,3.2,3.1,8558
Oracle,Chicago,,IL,Cloud Managed Services,52,2.9,6,3.2,,3.7,3.2,3.1,1295808
Oracle,Chicago,supervisor,IL,Customer Service Representative,53,2.9,5,3.2,account manager,3.7,3.2,3.1,60210
Oracle,Chicago,senior developer,IL,Java Developer,54,2.9,5,3.2,senior software engineer,3.7,3.2,3.1,3566
Oracle,Chicago,,IL,Applications Sales Representative IV,55,2.9,4,3.2,,3.7,3.2,3.1,888591
Oracle,Chicago,,IL,Oracle HCM Cloud Consultant,56,2.9,4,3.2,,3.7,3.2,3.1,1311213
Oracle,Chicago,senior software engineer,IL,SQL Server Database Administrator,57,2.9,4,3.2,,3.7,3.2,3.1,5230
Oracle,Chicago,,IL,Oracle Applications Database Administrator,58,2.9,4,3.2,,3.7,3.2,3.1,72955
Oracle,Chicago,java developer,IL,Java Architect,59,2.9,4,3.2,team lead,3.7,3.2,3.1,3563
Oracle,Chicago,,IL,Associate Oracle Consultant,60,2.9,4,3.2,,3.7,3.2,3.1,383264
Oracle,Chicago,database developer,IL,Database Administrator,61,2.9,4,3.2,software engineer,3.7,3.2,3.1,61011
Oracle,Chicago,,IL,Software Engineer,62,2.9,4,3.2,,3.7,3.2,3.1,4279
Oracle,Chicago,,IL,Oracle Procurement Functional Consultant,63,2.9,4,3.2,,3.7,3.2,3.1,333824
Oracle,Chicago,,IL,Big Data Developer,64,2.9,3,3.2,,3.7,3.2,3.1,347695
Oracle,Chicago,enterprise data architect,IL,Data Architect,65,2.9,3,3.2,,3.7,3.2,3.1,46112
Oracle,Chicago,senior product manager,IL,Product Marketing Specialist,66,2.9,3,3.2,,3.7,3.2,3.1,61633
Oracle,Chicago,,IL,Computer Systems Analyst (Obiee Administrative/Developer),67,2.9,3,3.2,,3.7,3.2,3.1,563758
Oracle,Chicago,,IL,Digital Optimization Analyst,68,2.9,3,3.2,,3.7,3.2,3.1,510261
Oracle,Chicago,,IL,Media Analyst/Report Writer,69,2.9,3,3.2,,3.7,3.2,3.1,193208
Oracle,Chicago,project manager,IL,Financial Analyst,70,2.9,3,3.2,controller,3.7,3.2,3.1,43960
Oracle,Chicago,onsite coordinator,IL,Integration Analyst,71,2.9,3,3.2,interface specialist,3.7,3.2,3.1,9816
Oracle,Chicago,,IL,Oracle Ebs Developer,72,2.9,3,3.2,,3.7,3.2,3.1,239483
Oracle,Washington,senior developer,DC,Java Developer,73,2.9,45,3.2,senior software engineer,3.7,3.2,3.1,3566
Oracle,Washington,database developer,DC,Database Administrator,74,2.9,38,3.2,software engineer,3.7,3.2,3.1,61011
Oracle,Washington,,DC,Software Engineer,75,2.9,28,3.2,,3.7,3.2,3.1,4279
Oracle,Washington,oracle database administrator,DC,oracle dba,76,2.9,25,3.2,developer,3.7,3.2,3.1,1044207
Oracle,Washington,software engineer,DC,Oracle Database Administrator,77,2.9,22,3.2,senior database administrator,3.7,3.2,3.1,7858
Oracle,Washington,senior software engineer,DC,Software Developer,78,2.9,17,3.2,,3.7,3.2,3.1,30270
Oracle,Washington,,DC,.NET Developer,79,2.9,14,3.2,,3.7,3.2,3.1,8558
Oracle,Washington,,DC,Oracle APEX Developer,80,2.9,13,3.2,,3.7,3.2,3.1,206659
Oracle,Washington,,DC,Database Administrator Advisor,81,2.9,11,3.2,,3.7,3.2,3.1,382493
Oracle,Washington,data architect,DC,Oracle Database Developer,82,2.9,11,3.2,bank of america,3.7,3.2,3.1,107659
Oracle,Washington,data,DC,Data Modeler,83,2.9,11,3.2,data and process analyst,3.7,3.2,3.1,46371
Oracle,Washington,,DC,Oracle Database Specialist,84,2.9,10,3.2,,3.7,3.2,3.1,361362
Oracle,Washington,etl informatica developer,DC,ETL Developer,85,2.9,10,3.2,datastage developer,3.7,3.2,3.1,31667
Oracle,Washington,senior application developer,DC,Database Developer,86,2.9,10,3.2,,3.7,3.2,3.1,61036
Oracle,Washington,,DC,Federal Java Developer,87,2.9,10,3.2,,3.7,3.2,3.1,330907
Oracle,Washington,it consultant,DC,Systems Administrator,88,2.9,10,3.2,contractor,3.7,3.2,3.1,64814
Oracle,Washington,senior systems analyst,DC,Applications Developer,89,2.9,9,3.2,database systems programmer,3.7,3.2,3.1,23992
Oracle,Washington,,DC,Junior Software Engineer,90,2.9,9,3.2,,3.7,3.2,3.1,3533
Oracle,Washington,,DC,Oracle Database Engineer,91,2.9,8,3.2,,3.7,3.2,3.1,407944
Oracle,Washington,,DC,Software Engineer Asc,92,2.9,7,3.2,,3.7,3.2,3.1,4504
Oracle,Washington,senior programmer,DC,Programmer Analyst,93,2.9,7,3.2,project manager,3.7,3.2,3.1,37136
Oracle,Washington,enterprise data architect,DC,Data Architect,94,2.9,7,3.2,,3.7,3.2,3.1,46112
Oracle,Washington,business systems analyst,DC,Business Analyst,95,2.9,7,3.2,software engineer,3.7,3.2,3.1,62731
Oracle,Washington,senior software engineer,DC,Applications Engineer,96,2.9,6,3.2,product manager,3.7,3.2,3.1,8954
Oracle,Washington,,DC,Cloud Services Engineer,97,2.9,6,3.2,,3.7,3.2,3.1,557389
Oracle,Washington,senior software engineer,DC,SQL Server Database Administrator,98,2.9,6,3.2,,3.7,3.2,3.1,5230
Oracle,Washington,it project manager,DC,Database Architect,99,2.9,6,3.2,senior database administrator,3.7,3.2,3.1,61029
Oracle,Washington,,DC,Oracle Database Administrator LINUX,100,2.9,6,3.2,,3.7,3.2,3.1,1213083
Oracle,Washington,senior software engineer,DC,Web Developer,101,2.9,6,3.2,,3.7,3.2,3.1,7967
Oracle,Washington,,DC,Oracle Applications Database Administrator,102,2.9,6,3.2,,3.7,3.2,3.1,72955
Oracle,Washington,interactive developer,DC,Coldfusion Developer,103,2.9,6,3.2,coldfusion consultant,3.7,3.2,3.1,6720
Oracle,Washington,senior software engineer,DC,Oracle Developer,104,2.9,6,3.2,,3.7,3.2,3.1,46548
Oracle,Washington,,DC,Big Data Developer,105,2.9,5,3.2,,3.7,3.2,3.1,347695
Oracle,Washington,business intelligence analyst,DC,Statistician,106,2.9,5,3.2,consultant,3.7,3.2,3.1,5442
Oracle,Washington,,DC,Mobile Applications Developer,107,2.9,5,3.2,,3.7,3.2,3.1,67263
Oracle,Washington,php,DC,Ruby On Rails Developer,108,2.9,5,3.2,java ee developer,3.7,3.2,3.1,51212
Oracle,Redwood City,,CA,Software Engineer (Technical Writer 4-Product Development),109,2.9,16,3.2,,3.7,3.2,3.1,600366
Oracle,Redwood City,advertising designer,CA,Creative Designer,110,2.9,11,3.2,graphic artist,3.7,3.2,3.1,59894
Oracle,Redwood City,research assistant,CA,Student Intern,111,2.9,10,3.2,sales associate,3.7,3.2,3.1,64059
Oracle,Redwood City,technical writer,CA,Copy Writer,112,2.9,9,3.2,designer,3.7,3.2,3.1,65224
Oracle,Redwood City,,CA,Database Administrator/Developer,113,2.9,8,3.2,,3.7,3.2,3.1,101226
Oracle,Redwood City,senior developer,CA,Java Developer,114,2.9,8,3.2,senior software engineer,3.7,3.2,3.1,3566
Oracle,Redwood City,,CA,Sr java developer,115,2.9,7,3.2,,3.7,3.2,3.1,779290
Oracle,Redwood City,database developer,CA,Database Administrator,116,2.9,6,3.2,software engineer,3.7,3.2,3.1,61011
Oracle,Redwood City,,CA,Software Engineer,117,2.9,6,3.2,,3.7,3.2,3.1,4279
Oracle,Redwood City,oracle database administrator,CA,oracle dba,118,2.9,6,3.2,developer,3.7,3.2,3.1,1044207
Oracle,Redwood City,,CA,Big Data Developer,119,2.9,5,3.2,,3.7,3.2,3.1,347695
Oracle,Redwood City,supervisor,CA,Customer Service Representative,120,2.9,5,3.2,account manager,3.7,3.2,3.1,60210
Oracle,Redwood City,senior java j2ee developer,CA,Architect,121,2.9,5,3.2,developer,3.7,3.2,3.1,24002
Oracle,Redwood City,,CA,Mulesoft Developer,122,2.9,5,3.2,,3.7,3.2,3.1,568267
Oracle,Redwood City,senior systems analyst,CA,Applications Developer,123,2.9,5,3.2,database systems programmer,3.7,3.2,3.1,23992
Oracle,Redwood City,,CA,Software Engineer (Systems Administrator 4-IT),124,2.9,5,3.2,,3.7,3.2,3.1,599488
Oracle,Redwood City,,CA,Software Engineer (User Exp Developer 3-Proddev),125,2.9,5,3.2,,3.7,3.2,3.1,600371
Oracle,Redwood City,,CA,Big Data Engineer,126,2.9,5,3.2,,3.7,3.2,3.1,414802
Oracle,Redwood City,,CA,Web/Applications Developer--3,127,2.9,5,3.2,,3.7,3.2,3.1,104637
Oracle,Redwood City,software engineer,CA,Informatica Developer,128,2.9,5,3.2,etl tech lead,3.7,3.2,3.1,28973
Oracle,Redwood City,,CA,Consulting Member of Technical Staff,129,2.9,5,3.2,,3.7,3.2,3.1,888
Oracle,Redwood City,,CA,Product Content Specialist,130,2.9,4,3.2,,3.7,3.2,3.1,150670
Oracle,Redwood City,,CA,Campus Coordinator,131,2.9,4,3.2,,3.7,3.2,3.1,131344
Oracle,Redwood City,forte software engineer,CA,Java Engineer,132,2.9,4,3.2,"&#034;mining hazard detection and warning
c software engineer&#034;",3.7,3.2,3.1,3573
Oracle,Redwood City,staff consultant developer,CA,Staff Consultant,133,2.9,4,3.2,software engineer,3.7,3.2,3.1,31332
Oracle,San Francisco,,CA,Software Engineer (Technical Writer 4-Product Development),134,2.9,16,3.2,,3.7,3.2,3.1,600366
Oracle,San Francisco,advertising designer,CA,Creative Designer,135,2.9,11,3.2,graphic artist,3.7,3.2,3.1,59894
Oracle,San Francisco,research assistant,CA,Student Intern,136,2.9,10,3.2,sales associate,3.7,3.2,3.1,64059
Oracle,San Francisco,technical writer,CA,Copy Writer,137,2.9,9,3.2,designer,3.7,3.2,3.1,65224
Oracle,San Francisco,,CA,Database Administrator/Developer,138,2.9,8,3.2,,3.7,3.2,3.1,101226
Oracle,San Francisco,senior developer,CA,Java Developer,139,2.9,8,3.2,senior software engineer,3.7,3.2,3.1,3566
Oracle,San Francisco,,CA,Sr java developer,140,2.9,7,3.2,,3.7,3.2,3.1,779290
Oracle,San Francisco,database developer,CA,Database Administrator,141,2.9,6,3.2,software engineer,3.7,3.2,3.1,61011
Oracle,San Francisco,,CA,Software Engineer,142,2.9,6,3.2,,3.7,3.2,3.1,4279
Oracle,San Francisco,oracle database administrator,CA,oracle dba,143,2.9,6,3.2,developer,3.7,3.2,3.1,1044207
Oracle,San Francisco,,CA,Big Data Developer,144,2.9,5,3.2,,3.7,3.2,3.1,347695
Oracle,San Francisco,supervisor,CA,Customer Service Representative,145,2.9,5,3.2,account manager,3.7,3.2,3.1,60210
Oracle,San Francisco,senior java j2ee developer,CA,Architect,146,2.9,5,3.2,developer,3.7,3.2,3.1,24002
Oracle,San Francisco,,CA,Mulesoft Developer,147,2.9,5,3.2,,3.7,3.2,3.1,568267
Oracle,San Francisco,senior systems analyst,CA,Applications Developer,148,2.9,5,3.2,database systems programmer,3.7,3.2,3.1,23992
Oracle,San Francisco,,CA,Software Engineer (Systems Administrator 4-IT),149,2.9,5,3.2,,3.7,3.2,3.1,599488
Oracle,San Francisco,,CA,Software Engineer (User Exp Developer 3-Proddev),150,2.9,5,3.2,,3.7,3.2,3.1,600371
Oracle,San Francisco,,CA,Big Data Engineer,151,2.9,5,3.2,,3.7,3.2,3.1,414802
Oracle,San Francisco,,CA,Web/Applications Developer--3,152,2.9,5,3.2,,3.7,3.2,3.1,104637
Oracle,San Francisco,software engineer,CA,Informatica Developer,153,2.9,5,3.2,etl tech lead,3.7,3.2,3.1,28973
Oracle,San Francisco,,CA,Consulting Member of Technical Staff,154,2.9,5,3.2,,3.7,3.2,3.1,888
Oracle,San Francisco,,CA,Product Content Specialist,155,2.9,4,3.2,,3.7,3.2,3.1,150670
Oracle,San Francisco,,CA,Campus Coordinator,156,2.9,4,3.2,,3.7,3.2,3.1,131344
Oracle,San Francisco,forte software engineer,CA,Java Engineer,157,2.9,4,3.2,"&#034;mining hazard detection and warning
c software engineer&#034;",3.7,3.2,3.1,3573
Oracle,San Francisco,staff consultant developer,CA,Staff Consultant,158,2.9,4,3.2,software engineer,3.7,3.2,3.1,31332
Oracle,Austin,senior developer,TX,Java Developer,159,2.9,9,3.2,senior software engineer,3.7,3.2,3.1,3566
Oracle,Austin,oracle database administrator,TX,oracle dba,160,2.9,5,3.2,developer,3.7,3.2,3.1,1044207
Oracle,Austin,,TX,Software Development Engineer In Test (SDET),161,2.9,4,3.2,,3.7,3.2,3.1,30336
Oracle,Austin,software engineer,TX,Oracle Database Administrator,162,2.9,4,3.2,senior database administrator,3.7,3.2,3.1,7858
Oracle,Austin,,TX,Software Engineer,163,2.9,4,3.2,,3.7,3.2,3.1,4279
Oracle,Austin,,TX,Database Support Analyst,164,2.9,3,3.2,,3.7,3.2,3.1,82597
Oracle,Austin,senior programmer,TX,Programmer Analyst,165,2.9,3,3.2,project manager,3.7,3.2,3.1,37136
Oracle,Austin,research assistant,TX,Student Intern,166,2.9,3,3.2,sales associate,3.7,3.2,3.1,64059
Oracle,Austin,,TX,Network/Telecom Systems Analyst 3-IT,167,2.9,3,3.2,,3.7,3.2,3.1,382735
Oracle,Austin,technical lead,TX,Software Development Advisor,168,2.9,3,3.2,senior programmer,3.7,3.2,3.1,196830
Oracle,Austin,,TX,Oracle Applications Database Administrator,169,2.9,2,3.2,,3.7,3.2,3.1,72955
Oracle,Austin,it manager,TX,Network Engineer,170,2.9,2,3.2,,3.7,3.2,3.1,52481
Oracle,Austin,accounts payable specialist,TX,Purchasing Administrator,171,2.9,2,3.2,staff accountant,3.7,3.2,3.1,55405
Oracle,Austin,,TX,Solutions Architect,172,2.9,2,3.2,,3.7,3.2,3.1,30488
Oracle,Austin,,TX,Oracle ETL Developer,173,2.9,2,3.2,,3.7,3.2,3.1,110100
Oracle,Austin,,TX,SAP Test Consultant,174,2.9,2,3.2,,3.7,3.2,3.1,754509
Oracle,Austin,warehouse associate,TX,Service Dispatcher,175,2.9,2,3.2,receptionist,3.7,3.2,3.1,121576
Oracle,Austin,,TX,Big Data Developer,176,2.9,1,3.2,,3.7,3.2,3.1,347695
Oracle,Austin,senior software engineer,TX,SQL Server Database Administrator,177,2.9,1,3.2,,3.7,3.2,3.1,5230
Oracle,Austin,project coordinator,TX,Deployment Engineer,178,2.9,1,3.2,desktop support,3.7,3.2,3.1,40647
Oracle,Austin,,TX,Campus Coordinator,179,2.9,1,3.2,,3.7,3.2,3.1,131344
Oracle,Austin,,TX,Oracle Soa (Fusion/Osb/Bpel) Developer,180,2.9,1,3.2,,3.7,3.2,3.1,568618
Oracle,Seattle,oracle database administrator,WA,oracle dba,181,2.9,6,3.2,developer,3.7,3.2,3.1,1044207
Oracle,Seattle,senior software engineer,WA,Software Developer,182,2.9,5,3.2,,3.7,3.2,3.1,30270
Oracle,Seattle,,WA,Oracle Order to Cash Business Analyst,183,2.9,4,3.2,,3.7,3.2,3.1,568609
Oracle,Seattle,senior software engineer,WA,SQL Server Database Administrator,184,2.9,4,3.2,,3.7,3.2,3.1,5230
Oracle,Seattle,database developer,WA,Database Administrator,185,2.9,4,3.2,software engineer,3.7,3.2,3.1,61011
Oracle,Seattle,,WA,Sr Oracle Database Administrator,186,2.9,4,3.2,,3.7,3.2,3.1,725017
Oracle,Seattle,customer service representative,WA,Data Administrator,187,2.9,3,3.2,secretary,3.7,3.2,3.1,46088
Oracle,Seattle,,WA,Performance Architect,188,2.9,3,3.2,,3.7,3.2,3.1,1550
Oracle,Seattle,senior staff accountant,WA,GL Accountant,189,2.9,3,3.2,senior accountant,3.7,3.2,3.1,38961
Oracle,Seattle,,WA,Technical Solutions Professional,190,2.9,3,3.2,,3.7,3.2,3.1,136582
Oracle,Seattle,,WA,Oracle Data Integrator,191,2.9,3,3.2,,3.7,3.2,3.1,228393
Oracle,Seattle,senior developer,WA,Java Developer,192,2.9,3,3.2,senior software engineer,3.7,3.2,3.1,3566
Oracle,Seattle,,WA,Software Development Engineer I,193,2.9,3,3.2,,3.7,3.2,3.1,30330
Oracle,Seattle,enterprise data architect,WA,Data Architect,194,2.9,2,3.2,,3.7,3.2,3.1,46112
Oracle,Seattle,,WA,User Experience Designer,195,2.9,2,3.2,,3.7,3.2,3.1,53413
Oracle,Seattle,,WA,Cloud Architect,196,2.9,2,3.2,,3.7,3.2,3.1,205887
Oracle,Seattle,,WA,Digital Optimization Analyst,197,2.9,2,3.2,,3.7,3.2,3.1,510261
Oracle,Seattle,,WA,Global Sourcing Coordinator,198,2.9,2,3.2,,3.7,3.2,3.1,178363
Oracle,Tampa,business systems analyst,FL,Business Analyst,199,2.9,8,3.2,software engineer,3.7,3.2,3.1,62731
Oracle,Tampa,senior developer,FL,Java Developer,200,2.9,6,3.2,senior software engineer,3.7,3.2,3.1,3566
Oracle,Tampa,,FL,Java Middleware Developer,201,2.9,5,3.2,,3.7,3.2,3.1,406016
Oracle,Tampa,marketing manager,FL,Junior Financial Analyst,202,2.9,5,3.2,,3.7,3.2,3.1,24706
Oracle,Tampa,senior computer operator,FL,Applications Support Analyst,203,2.9,5,3.2,security administrator,3.7,3.2,3.1,65451
Oracle,Tampa,enterprise data architect,FL,Data Architect,204,2.9,4,3.2,,3.7,3.2,3.1,46112
Oracle,Tampa,it project manager,FL,Database Architect,205,2.9,4,3.2,senior database administrator,3.7,3.2,3.1,61029
Oracle,Tampa,database developer,FL,Database Administrator,206,2.9,4,3.2,software engineer,3.7,3.2,3.1,61011
Oracle,Tampa,software engineer,FL,Oracle Database Administrator,207,2.9,4,3.2,senior database administrator,3.7,3.2,3.1,7858
Oracle,Tampa,project manager,FL,Electrical Engineer,208,2.9,4,3.2,senior electrical engineer,3.7,3.2,3.1,36648
Oracle,Tampa,,FL,Member Technical Staff,209,2.9,4,3.2,,3.7,3.2,3.1,58151
Oracle,Tampa,oracle database administrator,FL,oracle dba,210,2.9,3,3.2,developer,3.7,3.2,3.1,1044207
Oracle,Tampa,,FL,Global Applications Developer,211,2.9,3,3.2,,3.7,3.2,3.1,565977
Oracle,Tampa,project manager,FL,Operations Support,212,2.9,3,3.2,manager,3.7,3.2,3.1,46974
Oracle,Tampa,,FL,Technical Customer Service Representative,213,2.9,3,3.2,,3.7,3.2,3.1,99639
Oracle,Tampa,,FL,Hyperion Administrator,214,2.9,3,3.2,,3.7,3.2,3.1,68549
Oracle,Tampa,qa engineer,FL,Powerbuilder Developer,215,2.9,3,3.2,,3.7,3.2,3.1,108245
Oracle,Tampa,,FL,ATG Developer,216,2.9,2,3.2,,3.7,3.2,3.1,234581
Oracle,Tampa,,FL,Java Backend Developer,217,2.9,2,3.2,,3.7,3.2,3.1,335294
Oracle,Tampa,,FL,Cloud Infrastructure Architect,218,2.9,2,3.2,,3.7,3.2,3.1,578629
Oracle,Tampa,,FL,Solution Sales Representative,219,2.9,2,3.2,,3.7,3.2,3.1,249450
Oracle,Tampa,,FL,Software Systems Architect,220,2.9,2,3.2,,3.7,3.2,3.1,98348
Oracle,Tampa,,FL,Techno-Functional Business Analyst,221,2.9,2,3.2,,3.7,3.2,3.1,1169379
Oracle,Tampa,senior software engineer,FL,Systems Engineer,222,2.9,2,3.2,,3.7,3.2,3.1,26561
Oracle,Tampa,internship,FL,Data Entry,223,2.9,2,3.2,cashier,3.7,3.2,3.1,46162
Oracle,Tampa,,FL,Odi Developer,224,2.9,2,3.2,,3.7,3.2,3.1,407781
Oracle,Tampa,,FL,Oracle BI Consultant,225,2.9,2,3.2,,3.7,3.2,3.1,259088
Oracle,Tampa,,FL,Software Engineer,226,2.9,2,3.2,,3.7,3.2,3.1,4279
Oracle,Tampa,,FL,Healthcare Data Analyst,227,2.9,2,3.2,,3.7,3.2,3.1,22118
Oracle,Tampa,,FL,"Sales, Marketing and Business Development Associate",228,2.9,2,3.2,,3.7,3.2,3.1,269321
Oracle,Tampa,,FL,Applications Support Analyst I,229,2.9,2,3.2,,3.7,3.2,3.1,67641
Oracle,Charlotte,senior developer,NC,Java Developer,230,2.9,14,3.2,senior software engineer,3.7,3.2,3.1,3566
Oracle,Charlotte,enterprise data architect,NC,Data Architect,231,2.9,7,3.2,,3.7,3.2,3.1,46112
Oracle,Charlotte,,NC,Systems Analyst/Data Modeler and Analyst,232,2.9,7,3.2,,3.7,3.2,3.1,243044
Oracle,Charlotte,software engineer,NC,Oracle Database Administrator,233,2.9,5,3.2,senior database administrator,3.7,3.2,3.1,7858
Oracle,Charlotte,data,NC,Data Modeler,234,2.9,4,3.2,data and process analyst,3.7,3.2,3.1,46371
Oracle,Charlotte,business system analyst,NC,Oracle Functional Consultant,235,2.9,4,3.2,oracle applications administrator,3.7,3.2,3.1,91586
Oracle,Charlotte,business systems analyst,NC,Business Analyst,236,2.9,4,3.2,software engineer,3.7,3.2,3.1,62731
Oracle,Charlotte,etl informatica developer,NC,ETL Developer,237,2.9,4,3.2,datastage developer,3.7,3.2,3.1,31667
Oracle,Charlotte,oracle database administrator,NC,oracle dba,238,2.9,3,3.2,developer,3.7,3.2,3.1,1044207
Oracle,Charlotte,administrator,NC,Sales Support Coordinator,239,2.9,3,3.2,executive assistant,3.7,3.2,3.1,28275
Oracle,Charlotte,database developer,NC,Database Administrator,240,2.9,3,3.2,software engineer,3.7,3.2,3.1,61011
Oracle,Charlotte,,NC,Data Modeler/Architect,241,2.9,3,3.2,,3.7,3.2,3.1,402697
Oracle,Charlotte,systems engineer,NC,Systems Architect,242,2.9,3,3.2,senior systems analyst,3.7,3.2,3.1,26334
Oracle,Charlotte,senior software engineer,NC,Applications Engineer,243,2.9,3,3.2,product manager,3.7,3.2,3.1,8954
Oracle,Charlotte,software engineer,NC,Informatica Developer,244,2.9,3,3.2,etl tech lead,3.7,3.2,3.1,28973
Oracle,Charlotte,purchasing manager,NC,Buyer,245,2.9,3,3.2,project manager,3.7,3.2,3.1,12421
Oracle,Charlotte,,NC,Oracle Soa (Fusion/Osb/Bpel) Developer,246,2.9,2,3.2,,3.7,3.2,3.1,568618
